office,town,candidate,party,votes,vote_percent
State Senator 14,Milford,Anthony Giannattasio,R,924,34.75%
State Senator 14,Milford,Pam Staneski,R,1735,65.25%
Treasurer,Milford,Thad Gray,R,1495,60.11%
Treasurer,Milford,Art Linares,R,992,39.89%
Comptroller,Milford,Kurt Miller,R,1344,54.13%
Comptroller,Milford,Mark Greenberg,R,1139,45.87%
Attorney General,Milford,Sue Hatfield,R,1978,78.59%
Attorney General,Milford,John Shaban,R,539,21.41%
Governor,Monroe,Mark Boughton,R,284,27.57%
Governor,Monroe,Timothy M Herbst,R,208,20.19%
Governor,Monroe,Steve Obsitnik,R,115,11.17%
Governor,Monroe,Bob Stefanowski,R,306,29.71%
Governor,Monroe,David Stemerman,R,117,11.36%
Lieutenant Governor,Monroe,Joe Markley,R,452,46.36%
Lieutenant Governor,Monroe,Jayme Stevenson,R,267,27.38%
Lieutenant Governor,Monroe,Erin E Stewart,R,256,26.26%
United States Senator,Monroe,Matthew Corey,R,711,75.64%
United States Senator,Monroe,Dominic Rapini,R,229,24.36%
Treasurer,Monroe,Thad Gray,R,525,55.85%
Treasurer,Monroe,Art Linares,R,415,44.15%
Comptroller,Monroe,Kurt Miller,R,560,59.96%
Comptroller,Monroe,Mark Greenberg,R,374,40.04%
Attorney General,Monroe,Sue Hatfield,R,743,78.21%
Attorney General,Monroe,John Shaban,R,207,21.79%
Governor,Montville,Mark Boughton,R,140,21.02%
Governor,Montville,Timothy M Herbst,R,161,24.17%
Governor,Montville,Steve Obsitnik,R,123,18.47%
Governor,Montville,Bob Stefanowski,R,182,27.33%
Governor,Montville,David Stemerman,R,60,9.01%
Lieutenant Governor,Montville,Joe Markley,R,284,43.83%
Lieutenant Governor,Montville,Jayme Stevenson,R,150,23.15%
Lieutenant Governor,Montville,Erin E Stewart,R,214,33.02%
United States Senator,Montville,Matthew Corey,R,478,76.85%
United States Senator,Montville,Dominic Rapini,R,144,23.15%
Treasurer,Montville,Thad Gray,R,289,46.02%
Treasurer,Montville,Art Linares,R,339,53.98%
Comptroller,Montville,Kurt Miller,R,317,51.05%
Comptroller,Montville,Mark Greenberg,R,304,48.95%
Attorney General,Montville,Sue Hatfield,R,502,79.06%
Attorney General,Montville,John Shaban,R,133,20.94%
Governor,Morris,Mark Boughton,R,51,21.89%
Governor,Morris,Timothy M Herbst,R,32,13.73%
Governor,Morris,Steve Obsitnik,R,13,5.58%
Governor,Morris,Bob Stefanowski,R,94,40.34%
Governor,Morris,David Stemerman,R,43,18.45%
Lieutenant Governor,Morris,Joe Markley,R,116,51.10%
Lieutenant Governor,Morris,Jayme Stevenson,R,35,15.42%
Lieutenant Governor,Morris,Erin E Stewart,R,76,33.48%
United States Senator,Morris,Matthew Corey,R,172,81.13%
United States Senator,Morris,Dominic Rapini,R,40,18.87%
Representative in Congress 05,Morris,Manny Santos,R,74,33.48%
Representative in Congress 05,Morris,Ruby Corby-O'Neill,R,45,20.36%
Representative in Congress 05,Morris,Richard DuPont,R,102,46.15%
Treasurer,Morris,Thad Gray,R,136,64.45%
Treasurer,Morris,Art Linares,R,75,35.55%
Comptroller,Morris,Kurt Miller,R,98,44.95%
Comptroller,Morris,Mark Greenberg,R,120,55.05%
Attorney General,Morris,Sue Hatfield,R,168,77.06%
Attorney General,Morris,John Shaban,R,50,22.94%
Governor,Naugatuck,Mark Boughton,R,328,28.62%
Governor,Naugatuck,Timothy M Herbst,R,223,19.46%
Governor,Naugatuck,Steve Obsitnik,R,119,10.38%
Governor,Naugatuck,Bob Stefanowski,R,316,27.57%
Governor,Naugatuck,David Stemerman,R,160,13.96%
Lieutenant Governor,Naugatuck,Joe Markley,R,571,51.40%
Lieutenant Governor,Naugatuck,Jayme Stevenson,R,178,16.02%
Lieutenant Governor,Naugatuck,Erin E Stewart,R,362,32.58%
United States Senator,Naugatuck,Matthew Corey,R,799,75.31%
United States Senator,Naugatuck,Dominic Rapini,R,262,24.69%
Treasurer,Naugatuck,Thad Gray,R,624,58.37%
Treasurer,Naugatuck,Art Linares,R,445,41.63%
Comptroller,Naugatuck,Kurt Miller,R,545,51.56%
Comptroller,Naugatuck,Mark Greenberg,R,512,48.44%
Attorney General,Naugatuck,Sue Hatfield,R,865,79.65%
Attorney General,Naugatuck,John Shaban,R,221,20.35%
Governor,New Britain,Mark Boughton,R,265,21.00%
Governor,New Britain,Timothy M Herbst,R,246,19.49%
Governor,New Britain,Steve Obsitnik,R,143,11.33%
Governor,New Britain,Bob Stefanowski,R,357,28.29%
Governor,New Britain,David Stemerman,R,251,19.89%
Lieutenant Governor,New Britain,Joe Markley,R,358,27.97%
Lieutenant Governor,New Britain,Jayme Stevenson,R,100,7.81%
Lieutenant Governor,New Britain,Erin E Stewart,R,822,64.22%
United States Senator,New Britain,Matthew Corey,R,851,77.08%
United States Senator,New Britain,Dominic Rapini,R,253,22.92%
Representative in Congress 05,New Britain,Manny Santos,R,574,50.48%
Representative in Congress 05,New Britain,Ruby Corby-O'Neill,R,311,27.35%
Representative in Congress 05,New Britain,Richard DuPont,R,252,22.16%
Treasurer,New Britain,Thad Gray,R,527,45.99%
Treasurer,New Britain,Art Linares,R,619,54.01%
Comptroller,New Britain,Kurt Miller,R,496,44.29%
Comptroller,New Britain,Mark Greenberg,R,624,55.71%
Attorney General,New Britain,Sue Hatfield,R,876,77.45%
Attorney General,New Britain,John Shaban,R,255,22.55%
Governor,New Canaan,Mark Boughton,R,262,16.96%
Governor,New Canaan,Timothy M Herbst,R,108,6.99%
Governor,New Canaan,Steve Obsitnik,R,431,27.90%
Governor,New Canaan,Bob Stefanowski,R,426,27.57%
Governor,New Canaan,David Stemerman,R,318,20.58%
Lieutenant Governor,New Canaan,Joe Markley,R,535,35.91%
Lieutenant Governor,New Canaan,Jayme Stevenson,R,788,52.89%
Lieutenant Governor,New Canaan,Erin E Stewart,R,167,11.21%
United States Senator,New Canaan,Matthew Corey,R,1077,81.10%
United States Senator,New Canaan,Dominic Rapini,R,251,18.90%
Treasurer,New Canaan,Thad Gray,R,872,62.51%
Treasurer,New Canaan,Art Linares,R,523,37.49%
Comptroller,New Canaan,Kurt Miller,R,876,64.75%
Comptroller,New Canaan,Mark Greenberg,R,477,35.25%
Attorney General,New Canaan,Sue Hatfield,R,1158,82.36%
Attorney General,New Canaan,John Shaban,R,248,17.64%
Governor,New Fairfield,Mark Boughton,R,582,68.79%
Governor,New Fairfield,Timothy M Herbst,R,56,6.62%
Governor,New Fairfield,Steve Obsitnik,R,43,5.08%
Governor,New Fairfield,Bob Stefanowski,R,93,10.99%
Governor,New Fairfield,David Stemerman,R,72,8.51%
Lieutenant Governor,New Fairfield,Joe Markley,R,592,73.09%
Lieutenant Governor,New Fairfield,Jayme Stevenson,R,103,12.72%
Lieutenant Governor,New Fairfield,Erin E Stewart,R,115,14.20%
United States Senator,New Fairfield,Matthew Corey,R,653,83.72%
United States Senator,New Fairfield,Dominic Rapini,R,127,16.28%
Representative in Congress 05,New Fairfield,Manny Santos,R,499,64.06%
Representative in Congress 05,New Fairfield,Ruby Corby-O'Neill,R,191,24.52%
Representative in Congress 05,New Fairfield,Richard DuPont,R,89,11.42%
Treasurer,New Fairfield,Thad Gray,R,608,78.05%
Treasurer,New Fairfield,Art Linares,R,171,21.95%
Comptroller,New Fairfield,Kurt Miller,R,527,68.00%
Comptroller,New Fairfield,Mark Greenberg,R,248,32.00%
Attorney General,New Fairfield,Sue Hatfield,R,662,84.87%
Attorney General,New Fairfield,John Shaban,R,118,15.13%
Governor,New Hartford,Mark Boughton,R,116,19.11%
Governor,New Hartford,Timothy M Herbst,R,115,18.95%
Governor,New Hartford,Steve Obsitnik,R,71,11.70%
Governor,New Hartford,Bob Stefanowski,R,174,28.67%
Governor,New Hartford,David Stemerman,R,131,21.58%
Lieutenant Governor,New Hartford,Joe Markley,R,316,53.74%
Lieutenant Governor,New Hartford,Jayme Stevenson,R,89,15.14%
Lieutenant Governor,New Hartford,Erin E Stewart,R,183,31.12%
United States Senator,New Hartford,Matthew Corey,R,465,85.64%
United States Senator,New Hartford,Dominic Rapini,R,78,14.36%
Treasurer,New Hartford,Thad Gray,R,324,58.59%
Treasurer,New Hartford,Art Linares,R,229,41.41%
Comptroller,New Hartford,Kurt Miller,R,258,46.40%
Comptroller,New Hartford,Mark Greenberg,R,298,53.60%
Attorney General,New Hartford,Sue Hatfield,R,480,84.21%
Attorney General,New Hartford,John Shaban,R,90,15.79%
Governor,New Haven,Mark Boughton,R,97,17.23%
Governor,New Haven,Timothy M Herbst,R,99,17.58%
Governor,New Haven,Steve Obsitnik,R,70,12.43%
Governor,New Haven,Bob Stefanowski,R,197,34.99%
Governor,New Haven,David Stemerman,R,100,17.76%
Lieutenant Governor,New Haven,Joe Markley,R,201,37.64%
Lieutenant Governor,New Haven,Jayme Stevenson,R,139,26.03%
Lieutenant Governor,New Haven,Erin E Stewart,R,194,36.33%
United States Senator,New Haven,Matthew Corey,R,293,58.02%
United States Senator,New Haven,Dominic Rapini,R,212,41.98%
State Representative 116,New Haven,Richard D DePalma,R,0,0.00%
State Representative 116,New Haven,Roman Khondker,R,0,0.00%
Treasurer,New Haven,Thad Gray,R,251,49.41%
Treasurer,New Haven,Art Linares,R,257,50.59%
Comptroller,New Haven,Kurt Miller,R,247,48.91%
Comptroller,New Haven,Mark Greenberg,R,258,51.09%
Attorney General,New Haven,Sue Hatfield,R,383,74.37%
Attorney General,New Haven,John Shaban,R,132,25.63%
Governor,Newington,Mark Boughton,R,169,13.28%
Governor,Newington,Timothy M Herbst,R,280,22.00%
Governor,Newington,Steve Obsitnik,R,169,13.28%
Governor,Newington,Bob Stefanowski,R,371,29.14%
Governor,Newington,David Stemerman,R,284,22.31%
Lieutenant Governor,Newington,Joe Markley,R,403,31.98%
Lieutenant Governor,Newington,Jayme Stevenson,R,152,12.06%
Lieutenant Governor,Newington,Erin E Stewart,R,705,55.95%
United States Senator,Newington,Matthew Corey,R,901,78.48%
United States Senator,Newington,Dominic Rapini,R,247,21.52%
State Senator 09,Newington,Ed Charamut,R,606,52.33%
State Senator 09,Newington,Tyler Flanigan,R,552,47.67%
Treasurer,Newington,Thad Gray,R,494,41.97%
Treasurer,Newington,Art Linares,R,683,58.03%
Comptroller,Newington,Kurt Miller,R,515,44.24%
Comptroller,Newington,Mark Greenberg,R,649,55.76%
Attorney General,Newington,Sue Hatfield,R,940,79.12%
Attorney General,Newington,John Shaban,R,248,20.88%
Governor,New London,Mark Boughton,R,72,26.28%
Governor,New London,Timothy M Herbst,R,39,14.23%
Governor,New London,Steve Obsitnik,R,45,16.42%
Governor,New London,Bob Stefanowski,R,73,26.64%
Governor,New London,David Stemerman,R,45,16.42%
Lieutenant Governor,New London,Joe Markley,R,107,41.80%
Lieutenant Governor,New London,Jayme Stevenson,R,62,24.22%
Lieutenant Governor,New London,Erin E Stewart,R,87,33.98%
United States Senator,New London,Matthew Corey,R,189,78.10%
United States Senator,New London,Dominic Rapini,R,53,21.90%
Treasurer,New London,Thad Gray,R,114,46.15%
Treasurer,New London,Art Linares,R,133,53.85%
Comptroller,New London,Kurt Miller,R,107,43.67%
Comptroller,New London,Mark Greenberg,R,138,56.33%
Attorney General,New London,Sue Hatfield,R,206,81.42%
Attorney General,New London,John Shaban,R,47,18.58%
Governor,New Milford,Mark Boughton,R,865,55.99%
Governor,New Milford,Timothy M Herbst,R,151,9.77%
Governor,New Milford,Steve Obsitnik,R,69,4.47%
Governor,New Milford,Bob Stefanowski,R,297,19.22%
Governor,New Milford,David Stemerman,R,163,10.55%
Lieutenant Governor,New Milford,Joe Markley,R,823,56.25%
Lieutenant Governor,New Milford,Jayme Stevenson,R,239,16.34%
Lieutenant Governor,New Milford,Erin E Stewart,R,401,27.41%
United States Senator,New Milford,Matthew Corey,R,1176,83.76%
United States Senator,New Milford,Dominic Rapini,R,228,16.24%
Representative in Congress 05,New Milford,Manny Santos,R,713,50.04%
Representative in Congress 05,New Milford,Ruby Corby-O'Neill,R,473,33.19%
Representative in Congress 05,New Milford,Richard DuPont,R,239,16.77%
Treasurer,New Milford,Thad Gray,R,927,66.07%
Treasurer,New Milford,Art Linares,R,476,33.93%
Comptroller,New Milford,Kurt Miller,R,749,52.90%
Comptroller,New Milford,Mark Greenberg,R,667,47.10%
Attorney General,New Milford,Sue Hatfield,R,1178,82.55%
Attorney General,New Milford,John Shaban,R,249,17.45%
Governor,Newtown,Mark Boughton,R,826,46.64%
Governor,Newtown,Timothy M Herbst,R,209,11.80%
Governor,Newtown,Steve Obsitnik,R,111,6.27%
Governor,Newtown,Bob Stefanowski,R,413,23.32%
Governor,Newtown,David Stemerman,R,212,11.97%
Lieutenant Governor,Newtown,Joe Markley,R,1033,61.16%
Lieutenant Governor,Newtown,Jayme Stevenson,R,291,17.23%
Lieutenant Governor,Newtown,Erin E Stewart,R,365,21.61%
United States Senator,Newtown,Matthew Corey,R,1267,78.94%
United States Senator,Newtown,Dominic Rapini,R,338,21.06%
Representative in Congress 05,Newtown,Manny Santos,R,905,55.86%
Representative in Congress 05,Newtown,Ruby Corby-O'Neill,R,449,27.72%
Representative in Congress 05,Newtown,Richard DuPont,R,266,16.42%
Treasurer,Newtown,Thad Gray,R,1024,63.21%
Treasurer,Newtown,Art Linares,R,596,36.79%
Comptroller,Newtown,Kurt Miller,R,902,55.54%
Comptroller,Newtown,Mark Greenberg,R,722,44.46%
Attorney General,Newtown,Sue Hatfield,R,1328,81.32%
Attorney General,Newtown,John Shaban,R,305,18.68%
Governor,Norfolk,Mark Boughton,R,15,16.13%
Governor,Norfolk,Timothy M Herbst,R,29,31.18%
Governor,Norfolk,Steve Obsitnik,R,16,17.20%
Governor,Norfolk,Bob Stefanowski,R,15,16.13%
Governor,Norfolk,David Stemerman,R,18,19.35%
Lieutenant Governor,Norfolk,Joe Markley,R,39,43.82%
Lieutenant Governor,Norfolk,Jayme Stevenson,R,23,25.84%
Lieutenant Governor,Norfolk,Erin E Stewart,R,27,30.34%
United States Senator,Norfolk,Matthew Corey,R,68,85.00%
United States Senator,Norfolk,Dominic Rapini,R,12,15.00%
Representative in Congress 05,Norfolk,Manny Santos,R,38,44.19%
Representative in Congress 05,Norfolk,Ruby Corby-O'Neill,R,26,30.23%
Representative in Congress 05,Norfolk,Richard DuPont,R,22,25.58%
Treasurer,Norfolk,Thad Gray,R,51,61.45%
Treasurer,Norfolk,Art Linares,R,32,38.55%
Comptroller,Norfolk,Kurt Miller,R,33,39.76%
Comptroller,Norfolk,Mark Greenberg,R,50,60.24%
Attorney General,Norfolk,Sue Hatfield,R,65,74.71%
Attorney General,Norfolk,John Shaban,R,22,25.29%
Governor,North Branford,Mark Boughton,R,104,16.00%
Governor,North Branford,Timothy M Herbst,R,103,15.85%
Governor,North Branford,Steve Obsitnik,R,48,7.38%
Governor,North Branford,Bob Stefanowski,R,313,48.15%
Governor,North Branford,David Stemerman,R,82,12.62%
Lieutenant Governor,North Branford,Joe Markley,R,294,48.04%
Lieutenant Governor,North Branford,Jayme Stevenson,R,128,20.92%
Lieutenant Governor,North Branford,Erin E Stewart,R,190,31.05%
United States Senator,North Branford,Matthew Corey,R,376,63.95%
United States Senator,North Branford,Dominic Rapini,R,212,36.05%
Treasurer,North Branford,Thad Gray,R,282,47.55%
Treasurer,North Branford,Art Linares,R,311,52.45%
Comptroller,North Branford,Kurt Miller,R,275,47.09%
Comptroller,North Branford,Mark Greenberg,R,309,52.91%
Attorney General,North Branford,Sue Hatfield,R,469,78.43%
Attorney General,North Branford,John Shaban,R,129,21.57%
Governor,North Canaan,Mark Boughton,R,73,38.02%
Governor,North Canaan,Timothy M Herbst,R,21,10.94%
Governor,North Canaan,Steve Obsitnik,R,20,10.42%
Governor,North Canaan,Bob Stefanowski,R,51,26.56%
Governor,North Canaan,David Stemerman,R,27,14.06%
Lieutenant Governor,North Canaan,Joe Markley,R,84,47.46%
Lieutenant Governor,North Canaan,Jayme Stevenson,R,28,15.82%
Lieutenant Governor,North Canaan,Erin E Stewart,R,65,36.72%
United States Senator,North Canaan,Matthew Corey,R,135,82.82%
United States Senator,North Canaan,Dominic Rapini,R,28,17.18%
Representative in Congress 05,North Canaan,Manny Santos,R,85,51.20%
Representative in Congress 05,North Canaan,Ruby Corby-O'Neill,R,35,21.08%
Representative in Congress 05,North Canaan,Richard DuPont,R,46,27.71%
Treasurer,North Canaan,Thad Gray,R,135,76.70%
Treasurer,North Canaan,Art Linares,R,41,23.30%
Comptroller,North Canaan,Kurt Miller,R,86,51.50%
Comptroller,North Canaan,Mark Greenberg,R,81,48.50%
Attorney General,North Canaan,Sue Hatfield,R,147,83.52%
Attorney General,North Canaan,John Shaban,R,29,16.48%
Governor,North Haven,Mark Boughton,R,189,13.18%
Governor,North Haven,Timothy M Herbst,R,235,16.39%
Governor,North Haven,Steve Obsitnik,R,147,10.25%
Governor,North Haven,Bob Stefanowski,R,714,49.79%
Governor,North Haven,David Stemerman,R,149,10.39%
Lieutenant Governor,North Haven,Joe Markley,R,585,42.45%
Lieutenant Governor,North Haven,Jayme Stevenson,R,275,19.96%
Lieutenant Governor,North Haven,Erin E Stewart,R,518,37.59%
United States Senator,North Haven,Matthew Corey,R,779,58.88%
United States Senator,North Haven,Dominic Rapini,R,544,41.12%
Treasurer,North Haven,Thad Gray,R,614,46.69%
Treasurer,North Haven,Art Linares,R,701,53.31%
Comptroller,North Haven,Kurt Miller,R,683,51.98%
Comptroller,North Haven,Mark Greenberg,R,631,48.02%
Attorney General,North Haven,Sue Hatfield,R,1065,79.72%
Attorney General,North Haven,John Shaban,R,271,20.28%
Governor,North Stonington,Mark Boughton,R,34,11.15%
Governor,North Stonington,Timothy M Herbst,R,89,29.18%
Governor,North Stonington,Steve Obsitnik,R,63,20.66%
Governor,North Stonington,Bob Stefanowski,R,81,26.56%
Governor,North Stonington,David Stemerman,R,38,12.46%
Lieutenant Governor,North Stonington,Joe Markley,R,134,45.58%
Lieutenant Governor,North Stonington,Jayme Stevenson,R,67,22.79%
Lieutenant Governor,North Stonington,Erin E Stewart,R,93,31.63%
United States Senator,North Stonington,Matthew Corey,R,217,78.91%
United States Senator,North Stonington,Dominic Rapini,R,58,21.09%
Treasurer,North Stonington,Thad Gray,R,134,46.69%
Treasurer,North Stonington,Art Linares,R,153,53.31%
Comptroller,North Stonington,Kurt Miller,R,131,47.29%
Comptroller,North Stonington,Mark Greenberg,R,146,52.71%
Attorney General,North Stonington,Sue Hatfield,R,225,78.13%
Attorney General,North Stonington,John Shaban,R,63,21.88%
Governor,Norwalk,Mark Boughton,R,483,21.67%
Governor,Norwalk,Timothy M Herbst,R,297,13.32%
Governor,Norwalk,Steve Obsitnik,R,503,22.57%
Governor,Norwalk,Bob Stefanowski,R,557,24.99%
Governor,Norwalk,David Stemerman,R,389,17.45%
Lieutenant Governor,Norwalk,Joe Markley,R,825,38.30%
Lieutenant Governor,Norwalk,Jayme Stevenson,R,874,40.58%
Lieutenant Governor,Norwalk,Erin E Stewart,R,455,21.12%
United States Senator,Norwalk,Matthew Corey,R,1487,72.47%
United States Senator,Norwalk,Dominic Rapini,R,565,27.53%
Treasurer,Norwalk,Thad Gray,R,1257,61.02%
Treasurer,Norwalk,Art Linares,R,803,38.98%
Comptroller,Norwalk,Kurt Miller,R,1122,54.87%
Comptroller,Norwalk,Mark Greenberg,R,923,45.13%
Attorney General,Norwalk,Sue Hatfield,R,1541,70.72%
Attorney General,Norwalk,John Shaban,R,638,29.28%
Governor,Norwich,Mark Boughton,R,111,13.01%
Governor,Norwich,Timothy M Herbst,R,199,23.33%
Governor,Norwich,Steve Obsitnik,R,150,17.58%
Governor,Norwich,Bob Stefanowski,R,270,31.65%
Governor,Norwich,David Stemerman,R,123,14.42%
Lieutenant Governor,Norwich,Joe Markley,R,409,50.37%
Lieutenant Governor,Norwich,Jayme Stevenson,R,178,21.92%
Lieutenant Governor,Norwich,Erin E Stewart,R,225,27.71%
United States Senator,Norwich,Matthew Corey,R,591,75.58%
United States Senator,Norwich,Dominic Rapini,R,191,24.42%
Treasurer,Norwich,Thad Gray,R,356,44.61%
Treasurer,Norwich,Art Linares,R,442,55.39%
Comptroller,Norwich,Kurt Miller,R,356,45.64%
Comptroller,Norwich,Mark Greenberg,R,424,54.36%
Attorney General,Norwich,Sue Hatfield,R,652,80.59%
Attorney General,Norwich,John Shaban,R,157,19.41%
Governor,Old Lyme,Mark Boughton,R,115,19.59%
Governor,Old Lyme,Timothy M Herbst,R,94,16.01%
Governor,Old Lyme,Steve Obsitnik,R,89,15.16%
Governor,Old Lyme,Bob Stefanowski,R,181,30.83%
Governor,Old Lyme,David Stemerman,R,108,18.40%
Lieutenant Governor,Old Lyme,Joe Markley,R,211,38.02%
Lieutenant Governor,Old Lyme,Jayme Stevenson,R,109,19.64%
Lieutenant Governor,Old Lyme,Erin E Stewart,R,235,42.34%
United States Senator,Old Lyme,Matthew Corey,R,407,77.82%
United States Senator,Old Lyme,Dominic Rapini,R,116,22.18%
Treasurer,Old Lyme,Thad Gray,R,184,33.52%
Treasurer,Old Lyme,Art Linares,R,365,66.48%
Comptroller,Old Lyme,Kurt Miller,R,299,56.42%
Comptroller,Old Lyme,Mark Greenberg,R,231,43.58%
Attorney General,Old Lyme,Sue Hatfield,R,446,81.68%
Attorney General,Old Lyme,John Shaban,R,100,18.32%
Governor,Old Saybrook,Mark Boughton,R,112,12.80%
Governor,Old Saybrook,Timothy M Herbst,R,149,17.03%
Governor,Old Saybrook,Steve Obsitnik,R,135,15.43%
Governor,Old Saybrook,Bob Stefanowski,R,270,30.86%
Governor,Old Saybrook,David Stemerman,R,209,23.89%
Lieutenant Governor,Old Saybrook,Joe Markley,R,273,32.00%
Lieutenant Governor,Old Saybrook,Jayme Stevenson,R,151,17.70%
Lieutenant Governor,Old Saybrook,Erin E Stewart,R,429,50.29%
United States Senator,Old Saybrook,Matthew Corey,R,607,77.03%
United States Senator,Old Saybrook,Dominic Rapini,R,181,22.97%
Treasurer,Old Saybrook,Thad Gray,R,222,26.06%
Treasurer,Old Saybrook,Art Linares,R,630,73.94%
Comptroller,Old Saybrook,Kurt Miller,R,403,50.19%
Comptroller,Old Saybrook,Mark Greenberg,R,400,49.81%
Attorney General,Old Saybrook,Sue Hatfield,R,683,82.99%
Attorney General,Old Saybrook,John Shaban,R,140,17.01%
Governor,Orange,Mark Boughton,R,150,16.56%
Governor,Orange,Timothy M Herbst,R,179,19.76%
Governor,Orange,Steve Obsitnik,R,104,11.48%
Governor,Orange,Bob Stefanowski,R,338,37.31%
Governor,Orange,David Stemerman,R,135,14.90%
Lieutenant Governor,Orange,Joe Markley,R,380,43.88%
Lieutenant Governor,Orange,Jayme Stevenson,R,219,25.29%
Lieutenant Governor,Orange,Erin E Stewart,R,267,30.83%
United States Senator,Orange,Matthew Corey,R,557,67.35%
United States Senator,Orange,Dominic Rapini,R,270,32.65%
State Senator 14,Orange,Anthony Giannattasio,R,215,23.73%
State Senator 14,Orange,Pam Staneski,R,691,76.27%
Treasurer,Orange,Thad Gray,R,508,60.62%
Treasurer,Orange,Art Linares,R,330,39.38%
Comptroller,Orange,Kurt Miller,R,514,60.97%
Comptroller,Orange,Mark Greenberg,R,329,39.03%
Attorney General,Orange,Sue Hatfield,R,672,78.78%
Attorney General,Orange,John Shaban,R,181,21.22%
Governor,Oxford,Mark Boughton,R,249,25.10%
Governor,Oxford,Timothy M Herbst,R,183,18.45%
Governor,Oxford,Steve Obsitnik,R,124,12.50%
Governor,Oxford,Bob Stefanowski,R,309,31.15%
Governor,Oxford,David Stemerman,R,127,12.80%
Lieutenant Governor,Oxford,Joe Markley,R,597,62.12%
Lieutenant Governor,Oxford,Jayme Stevenson,R,124,12.90%
Lieutenant Governor,Oxford,Erin E Stewart,R,240,24.97%
United States Senator,Oxford,Matthew Corey,R,701,76.11%
United States Senator,Oxford,Dominic Rapini,R,220,23.89%
Treasurer,Oxford,Thad Gray,R,559,61.63%
Treasurer,Oxford,Art Linares,R,348,38.37%
Comptroller,Oxford,Kurt Miller,R,592,63.45%
Comptroller,Oxford,Mark Greenberg,R,341,36.55%
Attorney General,Oxford,Sue Hatfield,R,744,80.52%
Attorney General,Oxford,John Shaban,R,180,19.48%
Governor,Plainfield,Mark Boughton,R,62,11.57%
Governor,Plainfield,Timothy M Herbst,R,145,27.05%
Governor,Plainfield,Steve Obsitnik,R,74,13.81%
Governor,Plainfield,Bob Stefanowski,R,178,33.21%
Governor,Plainfield,David Stemerman,R,77,14.37%
Lieutenant Governor,Plainfield,Joe Markley,R,265,50.38%
Lieutenant Governor,Plainfield,Jayme Stevenson,R,120,22.81%
Lieutenant Governor,Plainfield,Erin E Stewart,R,141,26.81%
United States Senator,Plainfield,Matthew Corey,R,412,80.00%
United States Senator,Plainfield,Dominic Rapini,R,103,20.00%
Treasurer,Plainfield,Thad Gray,R,282,55.62%
Treasurer,Plainfield,Art Linares,R,225,44.38%
Comptroller,Plainfield,Kurt Miller,R,226,44.93%
Comptroller,Plainfield,Mark Greenberg,R,277,55.07%
Attorney General,Plainfield,Sue Hatfield,R,435,82.39%
Attorney General,Plainfield,John Shaban,R,93,17.61%
Governor,Plainville,Mark Boughton,R,95,12.04%
Governor,Plainville,Timothy M Herbst,R,109,13.81%
Governor,Plainville,Steve Obsitnik,R,129,16.35%
Governor,Plainville,Bob Stefanowski,R,278,35.23%
Governor,Plainville,David Stemerman,R,178,22.56%
Lieutenant Governor,Plainville,Joe Markley,R,276,35.03%
Lieutenant Governor,Plainville,Jayme Stevenson,R,67,8.50%
Lieutenant Governor,Plainville,Erin E Stewart,R,445,56.47%
United States Senator,Plainville,Matthew Corey,R,545,76.01%
United States Senator,Plainville,Dominic Rapini,R,172,23.99%
Representative in Congress 05,Plainville,Manny Santos,R,270,41.03%
Representative in Congress 05,Plainville,Ruby Corby-O'Neill,R,221,33.59%
Representative in Congress 05,Plainville,Richard DuPont,R,167,25.38%
Treasurer,Plainville,Thad Gray,R,374,52.68%
Treasurer,Plainville,Art Linares,R,336,47.32%
Comptroller,Plainville,Kurt Miller,R,296,41.00%
Comptroller,Plainville,Mark Greenberg,R,426,59.00%
Attorney General,Plainville,Sue Hatfield,R,583,79.97%
Attorney General,Plainville,John Shaban,R,146,20.03%
Governor,Plymouth,Mark Boughton,R,115,19.62%
Governor,Plymouth,Timothy M Herbst,R,104,17.75%
Governor,Plymouth,Steve Obsitnik,R,59,10.07%
Governor,Plymouth,Bob Stefanowski,R,228,38.91%
Governor,Plymouth,David Stemerman,R,80,13.65%
Lieutenant Governor,Plymouth,Joe Markley,R,353,61.61%
Lieutenant Governor,Plymouth,Jayme Stevenson,R,51,8.90%
Lieutenant Governor,Plymouth,Erin E Stewart,R,169,29.49%
United States Senator,Plymouth,Matthew Corey,R,428,81.06%
United States Senator,Plymouth,Dominic Rapini,R,100,18.94%
Representative in Congress 05,Plymouth,Manny Santos,R,250,46.55%
Representative in Congress 05,Plymouth,Ruby Corby-O'Neill,R,113,21.04%
Representative in Congress 05,Plymouth,Richard DuPont,R,174,32.40%
Treasurer,Plymouth,Thad Gray,R,290,55.45%
Treasurer,Plymouth,Art Linares,R,233,44.55%
Comptroller,Plymouth,Kurt Miller,R,221,42.10%
Comptroller,Plymouth,Mark Greenberg,R,304,57.90%
Attorney General,Plymouth,Sue Hatfield,R,436,80.44%
Attorney General,Plymouth,John Shaban,R,106,19.56%
Governor,Pomfret,Mark Boughton,R,25,12.25%
Governor,Pomfret,Timothy M Herbst,R,49,24.02%
Governor,Pomfret,Steve Obsitnik,R,29,14.22%
Governor,Pomfret,Bob Stefanowski,R,63,30.88%
Governor,Pomfret,David Stemerman,R,38,18.63%
Lieutenant Governor,Pomfret,Joe Markley,R,95,47.50%
