office,town,candidate,party,votes,vote_percent
Representative in Congress 05,Morris,Jahana Hayes,D,116,73.89%
Treasurer,Morris,Shawn Wooden,D,75,50.00%
Treasurer,Morris,Dita Bhargava,D,75,50.00%
Attorney General,Morris,William Tong,D,91,60.67%
Attorney General,Morris,Paul R Doyle,D,20,13.33%
Attorney General,Morris,Chris Mattei,D,39,26.00%
Governor,Naugatuck,Ned Lamont,D,827,66.69%
Governor,Naugatuck,Joe Ganim,D,413,33.31%
Lieutenant Governor,Naugatuck,Susan Bysiewicz,D,781,63.44%
Lieutenant Governor,Naugatuck,Eva Bermudez Zimmerman,D,450,36.56%
State Senator 17,Naugatuck,Jorge Cabrera,D,314,41.15%
State Senator 17,Naugatuck,Sean Grace,D,213,27.92%
State Senator 17,Naugatuck,Valerie Horsley,D,236,30.93%
Treasurer,Naugatuck,Shawn Wooden,D,669,56.03%
Treasurer,Naugatuck,Dita Bhargava,D,525,43.97%
Attorney General,Naugatuck,William Tong,D,644,52.53%
Attorney General,Naugatuck,Paul R Doyle,D,304,24.80%
Attorney General,Naugatuck,Chris Mattei,D,278,22.68%
Governor,New Britain,Ned Lamont,D,2662,75.97%
Governor,New Britain,Joe Ganim,D,842,24.03%
Lieutenant Governor,New Britain,Susan Bysiewicz,D,2019,57.33%
Lieutenant Governor,New Britain,Eva Bermudez Zimmerman,D,1503,42.67%
Representative in Congress 05,New Britain,Mary Messina Glassman,D,1438,40.43%
Representative in Congress 05,New Britain,Jahana Hayes,D,2119,59.57%
Treasurer,New Britain,Shawn Wooden,D,2045,60.59%
Treasurer,New Britain,Dita Bhargava,D,1330,39.41%
Attorney General,New Britain,William Tong,D,1969,57.71%
Attorney General,New Britain,Paul R Doyle,D,782,22.92%
Attorney General,New Britain,Chris Mattei,D,661,19.37%
Governor,New Canaan,Ned Lamont,D,809,93.85%
Governor,New Canaan,Joe Ganim,D,53,6.15%
Lieutenant Governor,New Canaan,Susan Bysiewicz,D,621,75.09%
Lieutenant Governor,New Canaan,Eva Bermudez Zimmerman,D,206,24.91%
Treasurer,New Canaan,Shawn Wooden,D,442,54.17%
Treasurer,New Canaan,Dita Bhargava,D,374,45.83%
Attorney General,New Canaan,William Tong,D,678,80.52%
Attorney General,New Canaan,Paul R Doyle,D,64,7.60%
Attorney General,New Canaan,Chris Mattei,D,100,11.88%
Governor,New Fairfield,Ned Lamont,D,430,86.52%
Governor,New Fairfield,Joe Ganim,D,67,13.48%
Lieutenant Governor,New Fairfield,Susan Bysiewicz,D,331,67.97%
Lieutenant Governor,New Fairfield,Eva Bermudez Zimmerman,D,156,32.03%
Representative in Congress 05,New Fairfield,Mary Messina Glassman,D,197,40.20%
Representative in Congress 05,New Fairfield,Jahana Hayes,D,293,59.80%
Treasurer,New Fairfield,Shawn Wooden,D,261,54.49%
Treasurer,New Fairfield,Dita Bhargava,D,218,45.51%
Attorney General,New Fairfield,William Tong,D,311,64.26%
Attorney General,New Fairfield,Paul R Doyle,D,44,9.09%
Attorney General,New Fairfield,Chris Mattei,D,129,26.65%
Governor,New Hartford,Ned Lamont,D,386,90.40%
Governor,New Hartford,Joe Ganim,D,41,9.60%
Lieutenant Governor,New Hartford,Susan Bysiewicz,D,263,60.88%
Lieutenant Governor,New Hartford,Eva Bermudez Zimmerman,D,169,39.12%
Treasurer,New Hartford,Shawn Wooden,D,232,56.86%
Treasurer,New Hartford,Dita Bhargava,D,176,43.14%
Attorney General,New Hartford,William Tong,D,286,68.10%
Attorney General,New Hartford,Paul R Doyle,D,38,9.05%
Attorney General,New Hartford,Chris Mattei,D,96,22.86%
Governor,New Haven,Ned Lamont,D,7187,74.82%
Governor,New Haven,Joe Ganim,D,2419,25.18%
Lieutenant Governor,New Haven,Susan Bysiewicz,D,4357,46.52%
Lieutenant Governor,New Haven,Eva Bermudez Zimmerman,D,5008,53.48%
Treasurer,New Haven,Shawn Wooden,D,5815,64.70%
Treasurer,New Haven,Dita Bhargava,D,3172,35.30%
Attorney General,New Haven,William Tong,D,4409,47.72%
Attorney General,New Haven,Paul R Doyle,D,1291,13.97%
Attorney General,New Haven,Chris Mattei,D,3540,38.31%
Governor,Newington,Ned Lamont,D,2254,85.22%
Governor,Newington,Joe Ganim,D,391,14.78%
Lieutenant Governor,Newington,Susan Bysiewicz,D,1679,64.04%
Lieutenant Governor,Newington,Eva Bermudez Zimmerman,D,943,35.96%
State Senator 09,Newington,"Antonio ""Tony"" Guerrera",D,1261,47.03%
State Senator 09,Newington,Matt Lesser,D,1420,52.97%
State Representative 29,Newington,Christopher Duff,D,64,37.65%
State Representative 29,Newington,Kerry Szeps Wood,D,106,62.35%
Treasurer,Newington,Shawn Wooden,D,1419,55.28%
Treasurer,Newington,Dita Bhargava,D,1148,44.72%
Attorney General,Newington,William Tong,D,975,36.39%
Attorney General,Newington,Paul R Doyle,D,1308,48.82%
Attorney General,Newington,Chris Mattei,D,396,14.78%
Governor,New London,Ned Lamont,D,1102,82.49%
Governor,New London,Joe Ganim,D,234,17.51%
Lieutenant Governor,New London,Susan Bysiewicz,D,684,50.22%
Lieutenant Governor,New London,Eva Bermudez Zimmerman,D,678,49.78%
Treasurer,New London,Shawn Wooden,D,746,58.42%
Treasurer,New London,Dita Bhargava,D,531,41.58%
Attorney General,New London,William Tong,D,741,57.22%
Attorney General,New London,Paul R Doyle,D,183,14.13%
Attorney General,New London,Chris Mattei,D,371,28.65%
Governor,New Milford,Ned Lamont,D,1098,86.46%
Governor,New Milford,Joe Ganim,D,172,13.54%
Lieutenant Governor,New Milford,Susan Bysiewicz,D,811,64.06%
Lieutenant Governor,New Milford,Eva Bermudez Zimmerman,D,455,35.94%
Representative in Congress 05,New Milford,Mary Messina Glassman,D,442,34.72%
Representative in Congress 05,New Milford,Jahana Hayes,D,831,65.28%
Treasurer,New Milford,Shawn Wooden,D,657,53.59%
Treasurer,New Milford,Dita Bhargava,D,569,46.41%
Attorney General,New Milford,William Tong,D,815,65.25%
Attorney General,New Milford,Paul R Doyle,D,150,12.01%
Attorney General,New Milford,Chris Mattei,D,284,22.74%
Governor,Newtown,Ned Lamont,D,1489,87.49%
Governor,Newtown,Joe Ganim,D,213,12.51%
Lieutenant Governor,Newtown,Susan Bysiewicz,D,883,51.37%
Lieutenant Governor,Newtown,Eva Bermudez Zimmerman,D,836,48.63%
Representative in Congress 05,Newtown,Mary Messina Glassman,D,654,38.11%
Representative in Congress 05,Newtown,Jahana Hayes,D,1062,61.89%
Treasurer,Newtown,Shawn Wooden,D,801,47.94%
Treasurer,Newtown,Dita Bhargava,D,870,52.06%
Attorney General,Newtown,William Tong,D,1093,64.60%
Attorney General,Newtown,Paul R Doyle,D,185,10.93%
Attorney General,Newtown,Chris Mattei,D,414,24.47%
Governor,Norfolk,Ned Lamont,D,174,92.55%
Governor,Norfolk,Joe Ganim,D,14,7.45%
Lieutenant Governor,Norfolk,Susan Bysiewicz,D,141,75.00%
Lieutenant Governor,Norfolk,Eva Bermudez Zimmerman,D,47,25.00%
Representative in Congress 05,Norfolk,Mary Messina Glassman,D,76,40.00%
Representative in Congress 05,Norfolk,Jahana Hayes,D,114,60.00%
Treasurer,Norfolk,Shawn Wooden,D,108,60.34%
Treasurer,Norfolk,Dita Bhargava,D,71,39.66%
Attorney General,Norfolk,William Tong,D,125,70.62%
Attorney General,Norfolk,Paul R Doyle,D,15,8.47%
Attorney General,Norfolk,Chris Mattei,D,37,20.90%
Governor,North Branford,Ned Lamont,D,496,80.13%
Governor,North Branford,Joe Ganim,D,123,19.87%
Lieutenant Governor,North Branford,Susan Bysiewicz,D,423,68.23%
Lieutenant Governor,North Branford,Eva Bermudez Zimmerman,D,197,31.77%
Treasurer,North Branford,Shawn Wooden,D,359,59.05%
Treasurer,North Branford,Dita Bhargava,D,249,40.95%
Attorney General,North Branford,William Tong,D,364,58.80%
Attorney General,North Branford,Paul R Doyle,D,57,9.21%
Attorney General,North Branford,Chris Mattei,D,198,31.99%
Governor,North Canaan,Ned Lamont,D,150,86.71%
Governor,North Canaan,Joe Ganim,D,23,13.29%
Lieutenant Governor,North Canaan,Susan Bysiewicz,D,124,71.26%
Lieutenant Governor,North Canaan,Eva Bermudez Zimmerman,D,50,28.74%
Representative in Congress 05,North Canaan,Mary Messina Glassman,D,69,39.66%
Representative in Congress 05,North Canaan,Jahana Hayes,D,105,60.34%
Treasurer,North Canaan,Shawn Wooden,D,83,49.70%
Treasurer,North Canaan,Dita Bhargava,D,84,50.30%
Attorney General,North Canaan,William Tong,D,94,55.62%
Attorney General,North Canaan,Paul R Doyle,D,26,15.38%
Attorney General,North Canaan,Chris Mattei,D,49,28.99%
Governor,North Haven,Ned Lamont,D,1097,80.48%
Governor,North Haven,Joe Ganim,D,266,19.52%
Lieutenant Governor,North Haven,Susan Bysiewicz,D,901,66.64%
Lieutenant Governor,North Haven,Eva Bermudez Zimmerman,D,451,33.36%
State Senator 34,North Haven,Aili McKeen,D,803,70.62%
State Senator 34,North Haven,Josh Balter,D,334,29.38%
Treasurer,North Haven,Shawn Wooden,D,752,56.37%
Treasurer,North Haven,Dita Bhargava,D,582,43.63%
Attorney General,North Haven,William Tong,D,752,55.79%
Attorney General,North Haven,Paul R Doyle,D,133,9.87%
Attorney General,North Haven,Chris Mattei,D,463,34.35%
Governor,North Stonington,Ned Lamont,D,278,88.25%
Governor,North Stonington,Joe Ganim,D,37,11.75%
Lieutenant Governor,North Stonington,Susan Bysiewicz,D,224,72.26%
Lieutenant Governor,North Stonington,Eva Bermudez Zimmerman,D,86,27.74%
State Representative 43,North Stonington,Kate Rotella,D,208,65.20%
State Representative 43,North Stonington,Chris Donahue,D,111,34.80%
Treasurer,North Stonington,Shawn Wooden,D,150,49.83%
Treasurer,North Stonington,Dita Bhargava,D,151,50.17%
Attorney General,North Stonington,William Tong,D,181,59.34%
Attorney General,North Stonington,Paul R Doyle,D,36,11.80%
Attorney General,North Stonington,Chris Mattei,D,88,28.85%
Governor,Norwalk,Ned Lamont,D,3440,80.85%
Governor,Norwalk,Joe Ganim,D,815,19.15%
Lieutenant Governor,Norwalk,Susan Bysiewicz,D,2541,61.51%
Lieutenant Governor,Norwalk,Eva Bermudez Zimmerman,D,1590,38.49%
State Representative 140,Norwalk,Travis Simms,D,562,53.22%
State Representative 140,Norwalk,Colin Anthony Hosten,D,494,46.78%
Treasurer,Norwalk,Shawn Wooden,D,2291,56.75%
Treasurer,Norwalk,Dita Bhargava,D,1746,43.25%
Attorney General,Norwalk,William Tong,D,2603,63.04%
Attorney General,Norwalk,Paul R Doyle,D,615,14.89%
Attorney General,Norwalk,Chris Mattei,D,911,22.06%
Judge of Probate 51,Norwalk,Doug Stern,D,2891,70.96%
Judge of Probate 51,Norwalk,Darnell D Crosland,D,1183,29.04%
Governor,Norwich,Ned Lamont,D,1379,81.89%
Governor,Norwich,Joe Ganim,D,305,18.11%
Lieutenant Governor,Norwich,Susan Bysiewicz,D,1107,65.70%
Lieutenant Governor,Norwich,Eva Bermudez Zimmerman,D,578,34.30%
Treasurer,Norwich,Shawn Wooden,D,829,50.80%
Treasurer,Norwich,Dita Bhargava,D,803,49.20%
Attorney General,Norwich,William Tong,D,808,48.18%
Attorney General,Norwich,Paul R Doyle,D,166,9.90%
Attorney General,Norwich,Chris Mattei,D,703,41.92%
Governor,Old Lyme,Ned Lamont,D,575,91.41%
Governor,Old Lyme,Joe Ganim,D,54,8.59%
Lieutenant Governor,Old Lyme,Susan Bysiewicz,D,459,73.91%
Lieutenant Governor,Old Lyme,Eva Bermudez Zimmerman,D,162,26.09%
Treasurer,Old Lyme,Shawn Wooden,D,375,61.88%
Treasurer,Old Lyme,Dita Bhargava,D,231,38.12%
Attorney General,Old Lyme,William Tong,D,325,52.33%
Attorney General,Old Lyme,Paul R Doyle,D,69,11.11%
Attorney General,Old Lyme,Chris Mattei,D,227,36.55%
Governor,Old Saybrook,Ned Lamont,D,720,89.44%
Governor,Old Saybrook,Joe Ganim,D,85,10.56%
Lieutenant Governor,Old Saybrook,Susan Bysiewicz,D,529,66.29%
Lieutenant Governor,Old Saybrook,Eva Bermudez Zimmerman,D,269,33.71%
Treasurer,Old Saybrook,Shawn Wooden,D,434,55.29%
Treasurer,Old Saybrook,Dita Bhargava,D,351,44.71%
Attorney General,Old Saybrook,William Tong,D,496,63.27%
Attorney General,Old Saybrook,Paul R Doyle,D,100,12.76%
Attorney General,Old Saybrook,Chris Mattei,D,188,23.98%
Governor,Orange,Ned Lamont,D,682,84.41%
Governor,Orange,Joe Ganim,D,126,15.59%
Lieutenant Governor,Orange,Susan Bysiewicz,D,557,68.60%
Lieutenant Governor,Orange,Eva Bermudez Zimmerman,D,255,31.40%
Treasurer,Orange,Shawn Wooden,D,478,61.13%
Treasurer,Orange,Dita Bhargava,D,304,38.87%
Attorney General,Orange,William Tong,D,390,48.63%
Attorney General,Orange,Paul R Doyle,D,128,15.96%
Attorney General,Orange,Chris Mattei,D,284,35.41%
Governor,Oxford,Ned Lamont,D,350,79.19%
Governor,Oxford,Joe Ganim,D,92,20.81%
Lieutenant Governor,Oxford,Susan Bysiewicz,D,303,68.86%
Lieutenant Governor,Oxford,Eva Bermudez Zimmerman,D,137,31.14%
Treasurer,Oxford,Shawn Wooden,D,247,58.53%
Treasurer,Oxford,Dita Bhargava,D,175,41.47%
Attorney General,Oxford,William Tong,D,261,60.56%
Attorney General,Oxford,Paul R Doyle,D,41,9.51%
Attorney General,Oxford,Chris Mattei,D,129,29.93%
Governor,Plainfield,Ned Lamont,D,638,81.38%
Governor,Plainfield,Joe Ganim,D,146,18.62%
Lieutenant Governor,Plainfield,Susan Bysiewicz,D,583,74.74%
Lieutenant Governor,Plainfield,Eva Bermudez Zimmerman,D,197,25.26%
Treasurer,Plainfield,Shawn Wooden,D,438,58.24%
Treasurer,Plainfield,Dita Bhargava,D,314,41.76%
Attorney General,Plainfield,William Tong,D,387,50.39%
Attorney General,Plainfield,Paul R Doyle,D,152,19.79%
Attorney General,Plainfield,Chris Mattei,D,229,29.82%
Judge of Probate 27,Plainfield,Andrea Truppa,D,448,55.51%
Judge of Probate 27,Plainfield,Michael J Cartier,D,359,44.49%
Governor,Plainville,Ned Lamont,D,832,83.37%
Governor,Plainville,Joe Ganim,D,166,16.63%
Lieutenant Governor,Plainville,Susan Bysiewicz,D,671,67.44%
Lieutenant Governor,Plainville,Eva Bermudez Zimmerman,D,324,32.56%
Representative in Congress 05,Plainville,Mary Messina Glassman,D,411,40.61%
Representative in Congress 05,Plainville,Jahana Hayes,D,601,59.39%
Treasurer,Plainville,Shawn Wooden,D,575,57.85%
Treasurer,Plainville,Dita Bhargava,D,419,42.15%
Attorney General,Plainville,William Tong,D,618,61.43%
Attorney General,Plainville,Paul R Doyle,D,141,14.02%
Attorney General,Plainville,Chris Mattei,D,247,24.55%
Governor,Plymouth,Ned Lamont,D,279,81.58%
Governor,Plymouth,Joe Ganim,D,63,18.42%
Lieutenant Governor,Plymouth,Susan Bysiewicz,D,223,65.40%
Lieutenant Governor,Plymouth,Eva Bermudez Zimmerman,D,118,34.60%
Representative in Congress 05,Plymouth,Mary Messina Glassman,D,127,37.24%
Representative in Congress 05,Plymouth,Jahana Hayes,D,214,62.76%
Treasurer,Plymouth,Shawn Wooden,D,165,50.30%
Treasurer,Plymouth,Dita Bhargava,D,163,49.70%
Attorney General,Plymouth,William Tong,D,168,50.76%
Attorney General,Plymouth,Paul R Doyle,D,49,14.80%
Attorney General,Plymouth,Chris Mattei,D,114,34.44%
Governor,Pomfret,Ned Lamont,D,253,93.36%
Governor,Pomfret,Joe Ganim,D,18,6.64%
Lieutenant Governor,Pomfret,Susan Bysiewicz,D,147,54.24%
Lieutenant Governor,Pomfret,Eva Bermudez Zimmerman,D,124,45.76%
Treasurer,Pomfret,Shawn Wooden,D,132,49.81%
Treasurer,Pomfret,Dita Bhargava,D,133,50.19%
Attorney General,Pomfret,William Tong,D,148,55.64%
Attorney General,Pomfret,Paul R Doyle,D,27,10.15%
Attorney General,Pomfret,Chris Mattei,D,91,34.21%
Governor,Portland,Ned Lamont,D,555,85.25%
Governor,Portland,Joe Ganim,D,96,14.75%
Lieutenant Governor,Portland,Susan Bysiewicz,D,364,55.57%
Lieutenant Governor,Portland,Eva Bermudez Zimmerman,D,291,44.43%
Treasurer,Portland,Shawn Wooden,D,308,48.13%
Treasurer,Portland,Dita Bhargava,D,332,51.88%
Attorney General,Portland,William Tong,D,332,51.39%
Attorney General,Portland,Paul R Doyle,D,121,18.73%
Attorney General,Portland,Chris Mattei,D,193,29.88%
Governor,Preston,Ned Lamont,D,195,82.28%
Governor,Preston,Joe Ganim,D,42,17.72%
Lieutenant Governor,Preston,Susan Bysiewicz,D,187,79.24%
Lieutenant Governor,Preston,Eva Bermudez Zimmerman,D,49,20.76%
Treasurer,Preston,Shawn Wooden,D,137,59.31%
Treasurer,Preston,Dita Bhargava,D,94,40.69%
Attorney General,Preston,William Tong,D,151,64.53%
Attorney General,Preston,Paul R Doyle,D,26,11.11%
Attorney General,Preston,Chris Mattei,D,57,24.36%
Registrar of Voters,Preston,Karen Stockton,D,151,63.71%
Registrar of Voters,Preston,Cheryl A. Roberts,D,86,36.29%
Governor,Prospect,Ned Lamont,D,339,73.54%
Governor,Prospect,Joe Ganim,D,122,26.46%
Lieutenant Governor,Prospect,Susan Bysiewicz,D,323,69.91%
Lieutenant Governor,Prospect,Eva Bermudez Zimmerman,D,139,30.09%
State Senator 16,Prospect,Dagmara Scalise,D,107,22.81%
State Senator 16,Prospect,Vickie Orsini Nardello,D,362,77.19%
Treasurer,Prospect,Shawn Wooden,D,247,55.63%
Treasurer,Prospect,Dita Bhargava,D,197,44.37%
Attorney General,Prospect,William Tong,D,257,56.86%
Attorney General,Prospect,Paul R Doyle,D,87,19.25%
Attorney General,Prospect,Chris Mattei,D,108,23.89%
Governor,Putnam,Ned Lamont,D,299,88.99%
Governor,Putnam,Joe Ganim,D,37,11.01%
Lieutenant Governor,Putnam,Susan Bysiewicz,D,236,69.62%
Lieutenant Governor,Putnam,Eva Bermudez Zimmerman,D,103,30.38%
Treasurer,Putnam,Shawn Wooden,D,197,60.06%
Treasurer,Putnam,Dita Bhargava,D,131,39.94%
Attorney General,Putnam,William Tong,D,197,58.28%
Attorney General,Putnam,Paul R Doyle,D,68,20.12%
Attorney General,Putnam,Chris Mattei,D,73,21.60%
Governor,Redding,Ned Lamont,D,622,92.42%
Governor,Redding,Joe Ganim,D,51,7.58%
Lieutenant Governor,Redding,Susan Bysiewicz,D,456,70.05%
Lieutenant Governor,Redding,Eva Bermudez Zimmerman,D,195,29.95%
Treasurer,Redding,Shawn Wooden,D,321,49.69%
Treasurer,Redding,Dita Bhargava,D,325,50.31%
Attorney General,Redding,William Tong,D,493,76.20%
Attorney General,Redding,Paul R Doyle,D,41,6.34%
Attorney General,Redding,Chris Mattei,D,113,17.47%
Governor,Ridgefield,Ned Lamont,D,1312,93.12%
Governor,Ridgefield,Joe Ganim,D,97,6.88%
Lieutenant Governor,Ridgefield,Susan Bysiewicz,D,986,71.45%
Lieutenant Governor,Ridgefield,Eva Bermudez Zimmerman,D,394,28.55%
Treasurer,Ridgefield,Shawn Wooden,D,597,43.74%
Treasurer,Ridgefield,Dita Bhargava,D,768,56.26%
Attorney General,Ridgefield,William Tong,D,970,71.17%
Attorney General,Ridgefield,Paul R Doyle,D,137,10.05%
Attorney General,Ridgefield,Chris Mattei,D,256,18.78%
Governor,Rocky Hill,Ned Lamont,D,1407,82.04%
Governor,Rocky Hill,Joe Ganim,D,308,17.96%
Lieutenant Governor,Rocky Hill,Susan Bysiewicz,D,1144,67.29%
Lieutenant Governor,Rocky Hill,Eva Bermudez Zimmerman,D,556,32.71%
State Senator 09,Rocky Hill,"Antonio ""Tony"" Guerrera",D,1166,66.40%
State Senator 09,Rocky Hill,Matt Lesser,D,590,33.60%
State Representative 29,Rocky Hill,Christopher Duff,D,813,47.32%
State Representative 29,Rocky Hill,Kerry Szeps Wood,D,905,52.68%
Treasurer,Rocky Hill,Shawn Wooden,D,985,59.27%
Treasurer,Rocky Hill,Dita Bhargava,D,677,40.73%
Attorney General,Rocky Hill,William Tong,D,601,34.19%
Attorney General,Rocky Hill,Paul R Doyle,D,906,51.54%
Attorney General,Rocky Hill,Chris Mattei,D,251,14.28%
Governor,Roxbury,Ned Lamont,D,211,91.74%
Governor,Roxbury,Joe Ganim,D,19,8.26%
Lieutenant Governor,Roxbury,Susan Bysiewicz,D,154,68.44%
Lieutenant Governor,Roxbury,Eva Bermudez Zimmerman,D,71,31.56%
Representative in Congress 05,Roxbury,Mary Messina Glassman,D,55,23.61%
Representative in Congress 05,Roxbury,Jahana Hayes,D,178,76.39%
Treasurer,Roxbury,Shawn Wooden,D,134,59.82%
Treasurer,Roxbury,Dita Bhargava,D,90,40.18%
Attorney General,Roxbury,William Tong,D,143,63.56%
Attorney General,Roxbury,Paul R Doyle,D,21,9.33%
Attorney General,Roxbury,Chris Mattei,D,61,27.11%
Governor,Salem,Ned Lamont,D,221,92.86%
Governor,Salem,Joe Ganim,D,17,7.14%
Lieutenant Governor,Salem,Susan Bysiewicz,D,146,61.60%
Lieutenant Governor,Salem,Eva Bermudez Zimmerman,D,91,38.40%
Treasurer,Salem,Shawn Wooden,D,115,48.52%
Treasurer,Salem,Dita Bhargava,D,122,51.48%
Attorney General,Salem,William Tong,D,160,67.80%
Attorney General,Salem,Paul R Doyle,D,29,12.29%
Attorney General,Salem,Chris Mattei,D,47,19.92%
Governor,Salisbury,Ned Lamont,D,489,91.40%
Governor,Salisbury,Joe Ganim,D,46,8.60%
Lieutenant Governor,Salisbury,Susan Bysiewicz,D,415,78.01%
Lieutenant Governor,Salisbury,Eva Bermudez Zimmerman,D,117,21.99%
Representative in Congress 05,Salisbury,Mary Messina Glassman,D,137,25.18%
Representative in Congress 05,Salisbury,Jahana Hayes,D,407,74.82%
Treasurer,Salisbury,Shawn Wooden,D,320,62.26%
Treasurer,Salisbury,Dita Bhargava,D,194,37.74%
Attorney General,Salisbury,William Tong,D,398,75.38%
Attorney General,Salisbury,Paul R Doyle,D,37,7.01%
Attorney General,Salisbury,Chris Mattei,D,93,17.61%
Governor,Scotland,Ned Lamont,D,73,89.02%
Governor,Scotland,Joe Ganim,D,9,10.98%
Lieutenant Governor,Scotland,Susan Bysiewicz,D,57,67.86%
Lieutenant Governor,Scotland,Eva Bermudez Zimmerman,D,27,32.14%
Treasurer,Scotland,Shawn Wooden,D,44,57.14%
Treasurer,Scotland,Dita Bhargava,D,33,42.86%
Attorney General,Scotland,William Tong,D,47,56.63%
Attorney General,Scotland,Paul R Doyle,D,7,8.43%
Attorney General,Scotland,Chris Mattei,D,29,34.94%
Governor,Seymour,Ned Lamont,D,419,69.72%
Governor,Seymour,Joe Ganim,D,182,30.28%
Lieutenant Governor,Seymour,Susan Bysiewicz,D,381,64.14%
Lieutenant Governor,Seymour,Eva Bermudez Zimmerman,D,213,35.86%
Treasurer,Seymour,Shawn Wooden,D,323,54.19%
Treasurer,Seymour,Dita Bhargava,D,273,45.81%
Attorney General,Seymour,William Tong,D,326,54.15%
Attorney General,Seymour,Paul R Doyle,D,85,14.12%
Attorney General,Seymour,Chris Mattei,D,191,31.73%
Governor,Sharon,Ned Lamont,D,264,92.63%
Governor,Sharon,Joe Ganim,D,21,7.37%
Lieutenant Governor,Sharon,Susan Bysiewicz,D,206,72.54%
Lieutenant Governor,Sharon,Eva Bermudez Zimmerman,D,78,27.46%
Representative in Congress 05,Sharon,Mary Messina Glassman,D,113,38.83%
Representative in Congress 05,Sharon,Jahana Hayes,D,178,61.17%
Treasurer,Sharon,Shawn Wooden,D,153,55.23%
Treasurer,Sharon,Dita Bhargava,D,124,44.77%
Attorney General,Sharon,William Tong,D,189,67.02%
Attorney General,Sharon,Paul R Doyle,D,24,8.51%
Attorney General,Sharon,Chris Mattei,D,69,24.47%
Governor,Shelton,Ned Lamont,D,1180,77.79%
Governor,Shelton,Joe Ganim,D,337,22.21%
Lieutenant Governor,Shelton,Susan Bysiewicz,D,982,66.04%
Lieutenant Governor,Shelton,Eva Bermudez Zimmerman,D,505,33.96%
Treasurer,Shelton,Shawn Wooden,D,720,48.98%
Treasurer,Shelton,Dita Bhargava,D,750,51.02%
Attorney General,Shelton,William Tong,D,738,49.63%
Attorney General,Shelton,Paul R Doyle,D,166,11.16%
Attorney General,Shelton,Chris Mattei,D,583,39.21%
Governor,Sherman,Ned Lamont,D,197,90.78%
Governor,Sherman,Joe Ganim,D,20,9.22%
Lieutenant Governor,Sherman,Susan Bysiewicz,D,111,51.63%
Lieutenant Governor,Sherman,Eva Bermudez Zimmerman,D,104,48.37%
Representative in Congress 05,Sherman,Mary Messina Glassman,D,74,33.64%
Representative in Congress 05,Sherman,Jahana Hayes,D,146,66.36%
Treasurer,Sherman,Shawn Wooden,D,129,61.43%
Treasurer,Sherman,Dita Bhargava,D,81,38.57%
Attorney General,Sherman,William Tong,D,150,71.09%
Attorney General,Sherman,Paul R Doyle,D,21,9.95%
Attorney General,Sherman,Chris Mattei,D,40,18.96%
Governor,Simsbury,Ned Lamont,D,2261,92.74%
Governor,Simsbury,Joe Ganim,D,177,7.26%
Lieutenant Governor,Simsbury,Susan Bysiewicz,D,1626,67.11%
Lieutenant Governor,Simsbury,Eva Bermudez Zimmerman,D,797,32.89%
Representative in Congress 05,Simsbury,Mary Messina Glassman,D,1917,76.22%
Representative in Congress 05,Simsbury,Jahana Hayes,D,598,23.78%
Treasurer,Simsbury,Shawn Wooden,D,1432,60.14%
Treasurer,Simsbury,Dita Bhargava,D,949,39.86%
Attorney General,Simsbury,William Tong,D,1631,67.59%
Attorney General,Simsbury,Paul R Doyle,D,241,9.99%
Attorney General,Simsbury,Chris Mattei,D,541,22.42%
Governor,Somers,Ned Lamont,D,294,89.09%
Governor,Somers,Joe Ganim,D,36,10.91%
Lieutenant Governor,Somers,Susan Bysiewicz,D,229,69.82%
Lieutenant Governor,Somers,Eva Bermudez Zimmerman,D,99,30.18%
Treasurer,Somers,Shawn Wooden,D,168,51.85%
Treasurer,Somers,Dita Bhargava,D,156,48.15%
Attorney General,Somers,William Tong,D,183,56.31%
Attorney General,Somers,Paul R Doyle,D,52,16.00%
Attorney General,Somers,Chris Mattei,D,90,27.69%
Governor,Southbury,Ned Lamont,D,1209,88.18%
Governor,Southbury,Joe Ganim,D,162,11.82%
Lieutenant Governor,Southbury,Susan Bysiewicz,D,987,72.73%
Lieutenant Governor,Southbury,Eva Bermudez Zimmerman,D,370,27.27%
Representative in Congress 05,Southbury,Mary Messina Glassman,D,611,44.44%
Representative in Congress 05,Southbury,Jahana Hayes,D,764,55.56%
Treasurer,Southbury,Shawn Wooden,D,699,53.03%
Treasurer,Southbury,Dita Bhargava,D,619,46.97%
Attorney General,Southbury,William Tong,D,944,70.08%
Attorney General,Southbury,Paul R Doyle,D,115,8.54%
Attorney General,Southbury,Chris Mattei,D,288,21.38%
Governor,Southington,Ned Lamont,D,1991,83.31%
Governor,Southington,Joe Ganim,D,399,16.69%
Lieutenant Governor,Southington,Susan Bysiewicz,D,1643,68.72%
Lieutenant Governor,Southington,Eva Bermudez Zimmerman,D,748,31.28%
State Senator 16,Southington,Dagmara Scalise,D,1583,66.60%
State Senator 16,Southington,Vickie Orsini Nardello,D,794,33.40%
Treasurer,Southington,Shawn Wooden,D,1291,55.17%
Treasurer,Southington,Dita Bhargava,D,1049,44.83%
Attorney General,Southington,William Tong,D,1376,57.96%
Attorney General,Southington,Paul R Doyle,D,351,14.79%
Attorney General,Southington,Chris Mattei,D,647,27.25%
Governor,South Windsor,Ned Lamont,D,1534,90.13%
Governor,South Windsor,Joe Ganim,D,168,9.87%
