office,town,candidate,party,votes,vote_percent
Presidential Electors for,Madison,Hawkins and Walker,G,50,0.40%
Presidential Electors for,Madison,Carroll and Patel,WI,2,0.02%
Presidential Electors for,Madison,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Madison,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Madison,Howard and Howard,WI,0,0.00%
Presidential Electors for,Madison,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Madison,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Madison,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Madison,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Madison,Wells and Wells,WI,0,0.00%
Presidential Electors for,Madison,West and Tidball,WI,4,0.03%
Representative in Congress 02,Madison,Joe Courtney,D,7198,58.89%
Representative in Congress 02,Madison,Justin Anderson,R,4674,38.24%
Representative in Congress 02,Madison,Joe Courtney,WF,177,1.45%
Representative in Congress 02,Madison,Daniel Reale,LI,58,0.47%
Representative in Congress 02,Madison,Cassandra Martineau,G,115,0.94%
Representative in Congress 02,Madison,John M. Traceski,WI,0,0.00%
State Senator 12,Madison,Christine Cohen,D,6638,53.99%
State Senator 12,Madison,Joe LaPorta,R,5302,43.13%
State Senator 12,Madison,Christine Cohen,IND,214,1.74%
State Senator 12,Madison,Christine Cohen,WF,140,1.14%
State Representative 101,Madison,John-Michael Parker,D,6327,51.26%
State Representative 101,Madison,Noreen Kokoruda,R,5609,45.44%
State Representative 101,Madison,John-Michael Parker,IND,261,2.11%
State Representative 101,Madison,John-Michael Parker,WF,146,1.18%
Registrar of Voters,Madison,William Gowanlock,D,6473,54.30%
Registrar of Voters,Madison,Paula Perry,R,5447,45.70%
Presidential Electors for,Manchester,Biden and Harris,D,19455,68.34%
Presidential Electors for,Manchester,Trump and Pence,R,8530,29.97%
Presidential Electors for,Manchester,Jorgensen and Cohen,LI,354,1.24%
Presidential Electors for,Manchester,Hawkins and Walker,G,110,0.39%
Presidential Electors for,Manchester,Carroll and Patel,WI,3,0.01%
Presidential Electors for,Manchester,Charles and Wallace,WI,1,0.00%
Presidential Electors for,Manchester,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Manchester,Howard and Howard,WI,0,0.00%
Presidential Electors for,Manchester,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Manchester,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Manchester,Simmons and Roze,WI,3,0.01%
Presidential Electors for,Manchester,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Manchester,Wells and Wells,WI,0,0.00%
Presidential Electors for,Manchester,West and Tidball,WI,10,0.04%
Representative in Congress 01,Manchester,John B. Larson,D,17660,64.80%
Representative in Congress 01,Manchester,Mary Fay,R,8239,30.23%
Representative in Congress 01,Manchester,John B. Larson,WF,918,3.37%
Representative in Congress 01,Manchester,Thomas E. McCormick,G,437,1.60%
State Senator 04,Manchester,Steve Cassano,D,16432,60.54%
State Senator 04,Manchester,Matthew M. Corey,R,9005,33.18%
State Senator 04,Manchester,Harold S. Harris,IND,425,1.57%
State Senator 04,Manchester,Steve Cassano,WF,779,2.87%
State Senator 04,Manchester,Kelly Elizabeth Green,RECP,500,1.84%
State Representative 09,Manchester,Jason Rojas,D,3771,64.38%
State Representative 09,Manchester,Cathy Hopperstad,R,1949,33.28%
State Representative 09,Manchester,Cathy Hopperstad,IND,137,2.34%
State Representative 11,Manchester,Jeff Currey,D,1538,66.90%
State Representative 11,Manchester,Matt Harper,R,694,30.19%
State Representative 11,Manchester,Matt Harper,IND,67,2.91%
State Representative 11,Manchester,Matthew Oakes,WI,0,0.00%
State Representative 12,Manchester,Geoff Luxenberg,D,7457,63.69%
State Representative 12,Manchester,Jeff Sullivan,R,3841,32.80%
State Representative 12,Manchester,Geoff Luxenberg,WF,411,3.51%
State Representative 13,Manchester,Jason Doucette,D,4395,61.46%
State Representative 13,Manchester,Brian Marois,R,2377,33.24%
State Representative 13,Manchester,Brian Marois,IND,144,2.01%
State Representative 13,Manchester,Jason Doucette,WF,235,3.29%
Registrar of Voters,Manchester,James R. Stevenson,D,17358,65.27%
Registrar of Voters,Manchester,Timothy Becker,R,9236,34.73%
Presidential Electors for,Mansfield,Biden and Harris,D,5753,75.17%
Presidential Electors for,Mansfield,Trump and Pence,R,1727,22.57%
Presidential Electors for,Mansfield,Jorgensen and Cohen,LI,124,1.62%
Presidential Electors for,Mansfield,Hawkins and Walker,G,46,0.60%
Presidential Electors for,Mansfield,Carroll and Patel,WI,2,0.03%
Presidential Electors for,Mansfield,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Mansfield,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Mansfield,Howard and Howard,WI,0,0.00%
Presidential Electors for,Mansfield,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Mansfield,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Mansfield,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Mansfield,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Mansfield,Wells and Wells,WI,0,0.00%
Presidential Electors for,Mansfield,West and Tidball,WI,1,0.01%
Representative in Congress 02,Mansfield,Joe Courtney,D,5469,72.92%
Representative in Congress 02,Mansfield,Justin Anderson,R,1540,20.53%
Representative in Congress 02,Mansfield,Joe Courtney,WF,258,3.44%
Representative in Congress 02,Mansfield,Daniel Reale,LI,71,0.95%
Representative in Congress 02,Mansfield,Cassandra Martineau,G,162,2.16%
Representative in Congress 02,Mansfield,John M. Traceski,WI,0,0.00%
State Senator 29,Mansfield,Mae Flexer,D,5156,69.14%
State Senator 29,Mansfield,Jessica Alba,R,1850,24.81%
State Senator 29,Mansfield,Jessica Alba,IND,171,2.29%
State Senator 29,Mansfield,Mae Flexer,WF,280,3.75%
State Representative 48,Mansfield,Brian Smith,D,1028,64.82%
State Representative 48,Mansfield,Julie Shilosky,R,475,29.95%
State Representative 48,Mansfield,Julie Shilosky,IND,20,1.26%
State Representative 48,Mansfield,Brian Smith,WF,63,3.97%
State Representative 54,Mansfield,Gregg Haddad,D,4491,90.16%
State Representative 54,Mansfield,Gregg Haddad,WF,490,9.84%
Registrar of Voters,Mansfield,Anne Greineder,D,5216,71.65%
Registrar of Voters,Mansfield,Vera Stearns Ward,R,2064,28.35%
Presidential Electors for,Marlborough,Biden and Harris,D,2119,52.17%
Presidential Electors for,Marlborough,Trump and Pence,R,1861,45.81%
Presidential Electors for,Marlborough,Jorgensen and Cohen,LI,68,1.67%
Presidential Electors for,Marlborough,Hawkins and Walker,G,11,0.27%
Presidential Electors for,Marlborough,Carroll and Patel,WI,1,0.02%
Presidential Electors for,Marlborough,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Marlborough,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Marlborough,Howard and Howard,WI,2,0.05%
Presidential Electors for,Marlborough,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Marlborough,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Marlborough,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Marlborough,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Marlborough,Wells and Wells,WI,0,0.00%
Presidential Electors for,Marlborough,West and Tidball,WI,0,0.00%
Representative in Congress 02,Marlborough,Joe Courtney,D,2099,52.81%
Representative in Congress 02,Marlborough,Justin Anderson,R,1698,42.72%
Representative in Congress 02,Marlborough,Joe Courtney,WF,90,2.26%
Representative in Congress 02,Marlborough,Daniel Reale,LI,41,1.03%
Representative in Congress 02,Marlborough,Cassandra Martineau,G,46,1.16%
Representative in Congress 02,Marlborough,John M. Traceski,WI,1,0.03%
State Senator 19,Marlborough,Catherine A. Osten,D,1819,45.97%
State Senator 19,Marlborough,Steve Weir,R,2013,50.87%
State Senator 19,Marlborough,William H. Russell,IND,55,1.39%
State Senator 19,Marlborough,Catherine A. Osten,WF,70,1.77%
State Representative 55,Marlborough,John Collins,D,1750,44.09%
State Representative 55,Marlborough,Robin Green,R,1825,45.98%
State Representative 55,Marlborough,"Salvatore V. Sena, Jr.",PC,394,9.93%
Presidential Electors for,Meriden,Biden and Harris,D,14955,59.05%
Presidential Electors for,Meriden,Trump and Pence,R,9981,39.41%
Presidential Electors for,Meriden,Jorgensen and Cohen,LI,278,1.10%
Presidential Electors for,Meriden,Hawkins and Walker,G,102,0.40%
Presidential Electors for,Meriden,Carroll and Patel,WI,1,0.00%
Presidential Electors for,Meriden,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Meriden,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Meriden,Howard and Howard,WI,0,0.00%
Presidential Electors for,Meriden,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Meriden,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Meriden,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Meriden,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Meriden,Wells and Wells,WI,0,0.00%
Presidential Electors for,Meriden,West and Tidball,WI,9,0.04%
Representative in Congress 05,Meriden,Jahana Hayes,D,13905,57.74%
Representative in Congress 05,Meriden,David X. Sullivan,R,8875,36.85%
Representative in Congress 05,Meriden,Bruce W. Walczak,IND,403,1.67%
Representative in Congress 05,Meriden,Jahana Hayes,WF,900,3.74%
State Senator 13,Meriden,Mary Daugherty Abrams,D,12278,50.97%
State Senator 13,Meriden,Len Suzio,R,10315,42.82%
State Senator 13,Meriden,Len Suzio,IND,932,3.87%
State Senator 13,Meriden,Mary Daugherty Abrams,WF,566,2.35%
State Representative 82,Meriden,Michael D. Quinn,D,4696,52.36%
State Representative 82,Meriden,Mike Skelps,R,3660,40.81%
State Representative 82,Meriden,Ernestine Holloway,IND,354,3.95%
State Representative 82,Meriden,Michael D. Quinn,WF,258,2.88%
State Representative 83,Meriden,Catherine Abercrombie,D,4713,55.76%
State Representative 83,Meriden,Lou Arata,R,3550,42.00%
State Representative 83,Meriden,Lou Arata,IND,189,2.24%
State Representative 84,Meriden,Hilda E. Santiago,D,4108,63.85%
State Representative 84,Meriden,Richard Cordero,R,2022,31.43%
State Representative 84,Meriden,Hilda E. Santiago,WF,304,4.72%
Registrar of Voters,Meriden,Maureen E. Flynn,D,13794,59.11%
Registrar of Voters,Meriden,Suzanne S. Flynn,R,9541,40.89%
Presidential Electors for,Middlebury,Biden and Harris,D,2259,44.49%
Presidential Electors for,Middlebury,Trump and Pence,R,2741,53.98%
Presidential Electors for,Middlebury,Jorgensen and Cohen,LI,58,1.14%
Presidential Electors for,Middlebury,Hawkins and Walker,G,16,0.32%
Presidential Electors for,Middlebury,Carroll and Patel,WI,1,0.02%
Presidential Electors for,Middlebury,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Middlebury,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Middlebury,Howard and Howard,WI,0,0.00%
Presidential Electors for,Middlebury,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Middlebury,Simmons and Roze,WI,2,0.04%
Presidential Electors for,Middlebury,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Middlebury,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Middlebury,Wells and Wells,WI,0,0.00%
Presidential Electors for,Middlebury,West and Tidball,WI,1,0.02%
Representative in Congress 05,Middlebury,Jahana Hayes,D,2047,41.66%
Representative in Congress 05,Middlebury,David X. Sullivan,R,2711,55.18%
Representative in Congress 05,Middlebury,Bruce W. Walczak,IND,49,1.00%
Representative in Congress 05,Middlebury,Jahana Hayes,WF,106,2.16%
State Senator 15,Middlebury,Joan V. Hartley,D,822,69.54%
State Senator 15,Middlebury,Joan V. Hartley,IND,360,30.46%
State Senator 32,Middlebury,Jeffrey Desmarais,D,1329,42.49%
State Senator 32,Middlebury,Eric C. Berthel,R,1799,57.51%
State Representative 71,Middlebury,Anthony J. D'Amelio,R,3513,100.00%
Presidential Electors for,Middlefield,Biden and Harris,D,1442,50.54%
Presidential Electors for,Middlefield,Trump and Pence,R,1356,47.53%
Presidential Electors for,Middlefield,Jorgensen and Cohen,LI,39,1.37%
Presidential Electors for,Middlefield,Hawkins and Walker,G,15,0.53%
Presidential Electors for,Middlefield,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Middlefield,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Middlefield,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Middlefield,Howard and Howard,WI,0,0.00%
Presidential Electors for,Middlefield,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Middlefield,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Middlefield,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Middlefield,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Middlefield,Wells and Wells,WI,0,0.00%
Presidential Electors for,Middlefield,West and Tidball,WI,1,0.04%
Representative in Congress 03,Middlefield,Rosa L. DeLauro,D,1268,45.09%
Representative in Congress 03,Middlefield,Margaret Streicker,R,1393,49.54%
Representative in Congress 03,Middlefield,Margaret Streicker,IND,65,2.31%
Representative in Congress 03,Middlefield,Rosa L. DeLauro,WF,51,1.81%
Representative in Congress 03,Middlefield,Justin C. Paglino,G,35,1.24%
State Senator 13,Middlefield,Mary Daugherty Abrams,D,1169,41.71%
State Senator 13,Middlefield,Len Suzio,R,1496,53.37%
State Senator 13,Middlefield,Len Suzio,IND,84,3.00%
State Senator 13,Middlefield,Mary Daugherty Abrams,WF,54,1.93%
State Representative 82,Middlefield,Michael D. Quinn,D,1114,39.87%
State Representative 82,Middlefield,Mike Skelps,R,1567,56.08%
State Representative 82,Middlefield,Ernestine Holloway,IND,58,2.08%
State Representative 82,Middlefield,Michael D. Quinn,WF,55,1.97%
Presidential Electors for,Middletown,Biden and Harris,D,15508,65.97%
Presidential Electors for,Middletown,Trump and Pence,R,7611,32.37%
Presidential Electors for,Middletown,Jorgensen and Cohen,LI,273,1.16%
Presidential Electors for,Middletown,Hawkins and Walker,G,113,0.48%
Presidential Electors for,Middletown,Carroll and Patel,WI,1,0.00%
Presidential Electors for,Middletown,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Middletown,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Middletown,Howard and Howard,WI,0,0.00%
Presidential Electors for,Middletown,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Middletown,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Middletown,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Middletown,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Middletown,Wells and Wells,WI,0,0.00%
Presidential Electors for,Middletown,West and Tidball,WI,3,0.01%
Representative in Congress 01,Middletown,John B. Larson,D,1667,60.25%
Representative in Congress 01,Middletown,Mary Fay,R,981,35.45%
Representative in Congress 01,Middletown,John B. Larson,WF,93,3.36%
Representative in Congress 01,Middletown,Thomas E. McCormick,G,26,0.94%
Representative in Congress 03,Middletown,Rosa L. DeLauro,D,11854,59.37%
Representative in Congress 03,Middletown,Margaret Streicker,R,6472,32.41%
Representative in Congress 03,Middletown,Margaret Streicker,IND,459,2.30%
Representative in Congress 03,Middletown,Rosa L. DeLauro,WF,785,3.93%
Representative in Congress 03,Middletown,Justin C. Paglino,G,397,1.99%
State Senator 09,Middletown,Matt Lesser,D,9396,63.87%
State Senator 09,Middletown,Richard Ruglio,R,4316,29.34%
State Senator 09,Middletown,Richard Ruglio,IND,309,2.10%
State Senator 09,Middletown,Matt Lesser,WF,689,4.68%
State Senator 13,Middletown,Mary Daugherty Abrams,D,4362,55.27%
State Senator 13,Middletown,Len Suzio,R,3040,38.52%
State Senator 13,Middletown,Len Suzio,IND,216,2.74%
State Senator 13,Middletown,Mary Daugherty Abrams,WF,274,3.47%
State Representative 33,Middletown,Brandon Chafee,D,6618,59.98%
State Representative 33,Middletown,Linda Szynkowicz,R,3689,33.43%
State Representative 33,Middletown,Linda Szynkowicz,IND,270,2.45%
State Representative 33,Middletown,Brandon Chafee,WF,457,4.14%
State Representative 100,Middletown,Quentin Phipps,D,6892,60.58%
State Representative 100,Middletown,Tony Gennaro,R,3945,34.68%
State Representative 100,Middletown,Quentin Phipps,WF,539,4.74%
Presidential Electors for,Milford,Biden and Harris,D,17626,54.97%
Presidential Electors for,Milford,Trump and Pence,R,13997,43.66%
Presidential Electors for,Milford,Jorgensen and Cohen,LI,309,0.96%
Presidential Electors for,Milford,Hawkins and Walker,G,120,0.37%
Presidential Electors for,Milford,Carroll and Patel,WI,1,0.00%
Presidential Electors for,Milford,Charles and Wallace,WI,1,0.00%
Presidential Electors for,Milford,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Milford,Howard and Howard,WI,0,0.00%
Presidential Electors for,Milford,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Milford,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Milford,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Milford,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Milford,Wells and Wells,WI,1,0.00%
Presidential Electors for,Milford,West and Tidball,WI,7,0.02%
Representative in Congress 03,Milford,Rosa L. DeLauro,D,16138,51.04%
Representative in Congress 03,Milford,Margaret Streicker,R,13772,43.56%
Representative in Congress 03,Milford,Margaret Streicker,IND,711,2.25%
Representative in Congress 03,Milford,Rosa L. DeLauro,WF,608,1.92%
Representative in Congress 03,Milford,Justin C. Paglino,G,389,1.23%
State Senator 14,Milford,James Maroney,D,16618,53.02%
State Senator 14,Milford,Michael Southworth,R,13281,42.38%
State Senator 14,Milford,James Maroney,IND,965,3.08%
State Senator 14,Milford,James Maroney,WF,477,1.52%
State Representative 117,Milford,Tony Sutton,D,2692,45.97%
State Representative 117,Milford,Charles Ferraro,R,2951,50.39%
State Representative 117,Milford,Tony Sutton,IND,124,2.12%
State Representative 117,Milford,Tony Sutton,WF,89,1.52%
State Representative 118,Milford,Frank Smith,D,6908,52.83%
State Representative 118,Milford,Erik A. Smith,R,5538,42.35%
State Representative 118,Milford,Erik A. Smith,IND,338,2.58%
State Representative 118,Milford,Frank Smith,WF,292,2.23%
State Representative 119,Milford,Bryan Anderson,D,5722,46.40%
State Representative 119,Milford,Kathy Kennedy,R,6190,50.19%
State Representative 119,Milford,Bryan Anderson,IND,272,2.21%
State Representative 119,Milford,Bryan Anderson,WF,148,1.20%
Registrar of Voters,Milford,Kerri Rowland,D,16823,54.64%
Registrar of Voters,Milford,Debra Fellenbaum,R,13964,45.36%
Presidential Electors for,Monroe,Biden and Harris,D,5838,48.64%
Presidential Electors for,Monroe,Trump and Pence,R,5989,49.90%
Presidential Electors for,Monroe,Jorgensen and Cohen,LI,128,1.07%
Presidential Electors for,Monroe,Hawkins and Walker,G,47,0.39%
Presidential Electors for,Monroe,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Monroe,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Monroe,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Monroe,Howard and Howard,WI,0,0.00%
Presidential Electors for,Monroe,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Monroe,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Monroe,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Monroe,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Monroe,Wells and Wells,WI,0,0.00%
Presidential Electors for,Monroe,West and Tidball,WI,0,0.00%
Representative in Congress 04,Monroe,Jim Himes,D,5542,47.41%
Representative in Congress 04,Monroe,Jonathan Riddle,R,5874,50.25%
Representative in Congress 04,Monroe,Brian Merlen,IND,273,2.34%
Representative in Congress 04,Monroe,Yusheng Peng,WI,0,0.00%
State Senator 21,Monroe,Kevin C. Kelly,R,5662,100.00%
State Senator 22,Monroe,Marilyn Moore,D,1673,43.55%
State Senator 22,Monroe,Steven S. Choi,R,2062,53.67%
State Senator 22,Monroe,Stephen Dincher,IND,107,2.79%
State Senator 22,Monroe,Devon Brown,WI,0,0.00%
State Representative 112,Monroe,JP Sredzinski,R,7423,82.00%
State Representative 112,Monroe,JP Sredzinski,IND,1629,18.00%
Registrar of Voters,Monroe,Kate Briggs,D,5074,44.66%
Registrar of Voters,Monroe,Margaret J. Villani,R,6287,55.34%
Presidential Electors for,Montville,Biden and Harris,D,4406,49.66%
Presidential Electors for,Montville,Trump and Pence,R,4242,47.81%
Presidential Electors for,Montville,Jorgensen and Cohen,LI,173,1.95%
Presidential Electors for,Montville,Hawkins and Walker,G,50,0.56%
Presidential Electors for,Montville,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Montville,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Montville,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Montville,Howard and Howard,WI,0,0.00%
Presidential Electors for,Montville,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Montville,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Montville,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Montville,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Montville,Wells and Wells,WI,0,0.00%
Presidential Electors for,Montville,West and Tidball,WI,1,0.01%
Representative in Congress 02,Montville,Joe Courtney,D,4689,54.43%
Representative in Congress 02,Montville,Justin Anderson,R,3398,39.45%
Representative in Congress 02,Montville,Joe Courtney,WF,306,3.55%
Representative in Congress 02,Montville,Daniel Reale,LI,98,1.14%
Representative in Congress 02,Montville,Cassandra Martineau,G,123,1.43%
Representative in Congress 02,Montville,John M. Traceski,WI,0,0.00%
State Senator 19,Montville,Catherine A. Osten,D,1218,49.53%
State Senator 19,Montville,Steve Weir,R,1102,44.81%
State Senator 19,Montville,William H. Russell,IND,52,2.11%
State Senator 19,Montville,Catherine A. Osten,WF,87,3.54%
State Senator 20,Montville,Martha Marx,D,2510,41.02%
State Senator 20,Montville,Paul M. Formica,R,3362,54.94%
State Senator 20,Montville,Joseph Taraya,IND,101,1.65%
State Senator 20,Montville,Martha Marx,WF,146,2.39%
State Representative 38,Montville,Baird Welch-Collins,D,1058,47.02%
State Representative 38,Montville,Kathleen M. McCarty,R,1123,49.91%
State Representative 38,Montville,Kathleen M. McCarty,IND,69,3.07%
State Representative 42,Montville,Matt Geren,D,988,42.96%
State Representative 42,Montville,Mike France,R,1181,51.35%
State Representative 42,Montville,Mike France,IND,62,2.70%
State Representative 42,Montville,Matt Geren,WF,60,2.61%
State Representative 42,Montville,Robert W. Lawrence,PC,9,0.39%
State Representative 139,Montville,Kevin Ryan,D,1888,47.21%
State Representative 139,Montville,Caleb Espinosa,R,1875,46.89%
State Representative 139,Montville,Caleb Espinosa,IND,115,2.88%
State Representative 139,Montville,Kevin Ryan,WF,121,3.03%
Registrar of Voters,Montville,Robin Marquand,D,4502,53.72%
Registrar of Voters,Montville,Jeffrey Rogers,R,3879,46.28%
Presidential Electors for,Morris,Biden and Harris,D,653,41.83%
Presidential Electors for,Morris,Trump and Pence,R,874,55.99%
Presidential Electors for,Morris,Jorgensen and Cohen,LI,20,1.28%
Presidential Electors for,Morris,Hawkins and Walker,G,12,0.77%
Presidential Electors for,Morris,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Morris,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Morris,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Morris,Howard and Howard,WI,0,0.00%
Presidential Electors for,Morris,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Morris,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Morris,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Morris,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Morris,Wells and Wells,WI,0,0.00%
Presidential Electors for,Morris,West and Tidball,WI,2,0.13%
Representative in Congress 05,Morris,Jahana Hayes,D,612,39.79%
Representative in Congress 05,Morris,David X. Sullivan,R,884,57.48%
Representative in Congress 05,Morris,Bruce W. Walczak,IND,18,1.17%
Representative in Congress 05,Morris,Jahana Hayes,WF,24,1.56%
State Senator 30,Morris,David R. Gronbach,D,480,31.15%
State Senator 30,Morris,Craig Miner,R,1010,65.54%
State Senator 30,Morris,Joseph A. Bongiorno,IND,32,2.08%
State Senator 30,Morris,David R. Gronbach,WF,19,1.23%
State Representative 66,Morris,Matthew D. Dyer,D,530,34.57%
State Representative 66,Morris,David T. Wilson,R,948,61.84%
State Representative 66,Morris,David T. Wilson,IND,29,1.89%
State Representative 66,Morris,Matthew D. Dyer,WF,26,1.70%
Registrar of Voters,Morris,Lawrence Sweeney,D,768,100.00%
Presidential Electors for,Naugatuck,Biden and Harris,D,6923,46.45%
Presidential Electors for,Naugatuck,Trump and Pence,R,7740,51.93%
Presidential Electors for,Naugatuck,Jorgensen and Cohen,LI,161,1.08%
Presidential Electors for,Naugatuck,Hawkins and Walker,G,79,0.53%
Presidential Electors for,Naugatuck,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Naugatuck,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Naugatuck,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Naugatuck,Howard and Howard,WI,0,0.00%
Presidential Electors for,Naugatuck,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Naugatuck,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Naugatuck,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Naugatuck,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Naugatuck,Wells and Wells,WI,0,0.00%
Presidential Electors for,Naugatuck,West and Tidball,WI,0,0.00%
Representative in Congress 03,Naugatuck,Rosa L. DeLauro,D,6411,44.31%
Representative in Congress 03,Naugatuck,Margaret Streicker,R,7034,48.61%
Representative in Congress 03,Naugatuck,Margaret Streicker,IND,385,2.66%
Representative in Congress 03,Naugatuck,Rosa L. DeLauro,WF,399,2.76%
Representative in Congress 03,Naugatuck,Justin C. Paglino,G,241,1.67%
State Senator 15,Naugatuck,Joan V. Hartley,D,2773,74.74%
State Senator 15,Naugatuck,Joan V. Hartley,IND,937,25.26%
State Senator 17,Naugatuck,Jorge Cabrera,D,3343,36.76%
State Senator 17,Naugatuck,George Logan,R,5154,56.68%
State Senator 17,Naugatuck,George Logan,IND,390,4.29%
State Senator 17,Naugatuck,Jorge Cabrera,WF,206,2.27%
State Representative 70,Naugatuck,Stephen Samela,D,4384,40.11%
State Representative 70,Naugatuck,Rosa C. Rebimbas,R,6547,59.89%
State Representative 131,Naugatuck,David K. Labriola,R,2430,100.00%
Registrar of Voters,Naugatuck,Louise L. Sheedy,D,6911,49.66%
Registrar of Voters,Naugatuck,Matthew R. Katra,R,7007,50.34%
Presidential Electors for,New Britain,Biden and Harris,D,16031,66.60%
Presidential Electors for,New Britain,Trump and Pence,R,7724,32.09%
Presidential Electors for,New Britain,Jorgensen and Cohen,LI,211,0.88%
Presidential Electors for,New Britain,Hawkins and Walker,G,105,0.44%
Presidential Electors for,New Britain,Carroll and Patel,WI,0,0.00%
Presidential Electors for,New Britain,Charles and Wallace,WI,0,0.00%
Presidential Electors for,New Britain,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,New Britain,Howard and Howard,WI,0,0.00%
Presidential Electors for,New Britain,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,New Britain,Simmons and Dow,WI,0,0.00%
Presidential Electors for,New Britain,Simmons and Roze,WI,0,0.00%
Presidential Electors for,New Britain,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,New Britain,Wells and Wells,WI,0,0.00%
Presidential Electors for,New Britain,West and Tidball,WI,0,0.00%
Representative in Congress 05,New Britain,Jahana Hayes,D,15111,66.21%
Representative in Congress 05,New Britain,David X. Sullivan,R,6339,27.77%
