office,town,candidate,party,votes,vote_percent
State Representative 78,Bristol,Aileen Abrams,IND,1409,26.41%
State Representative 79,Bristol,Christopher Ziogas,D,5450,52.62%
State Representative 79,Bristol,David Rackliffe,R,4593,44.34%
State Representative 79,Bristol,David Rackliffe,IND,315,3.04%
Registrar of Voters,Bristol,Kevin McCauley,D,14488,50.77%
Registrar of Voters,Bristol,Sharon M. Krawiecki,R,14050,49.23%
Judge of Probate to Fill Vacancy,Bristol,Dean B. Kilbourne,D,14163,49.39%
Judge of Probate to Fill Vacancy,Bristol,William Hamzy,R,14515,50.61%
Presidential Electors for,Brookfield,Biden and Harris,D,5426,50.21%
Presidential Electors for,Brookfield,Trump and Pence,R,5226,48.36%
Presidential Electors for,Brookfield,Jorgensen and Cohen,LI,111,1.03%
Presidential Electors for,Brookfield,Hawkins and Walker,G,39,0.36%
Presidential Electors for,Brookfield,Carroll and Patel,WI,1,0.01%
Presidential Electors for,Brookfield,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Brookfield,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Brookfield,Howard and Howard,WI,0,0.00%
Presidential Electors for,Brookfield,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Brookfield,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Brookfield,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Brookfield,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Brookfield,Wells and Wells,WI,0,0.00%
Presidential Electors for,Brookfield,West and Tidball,WI,4,0.04%
Representative in Congress 05,Brookfield,Jahana Hayes,D,4977,47.04%
Representative in Congress 05,Brookfield,David X. Sullivan,R,5262,49.74%
Representative in Congress 05,Brookfield,Bruce W. Walczak,IND,142,1.34%
Representative in Congress 05,Brookfield,Jahana Hayes,WF,199,1.88%
State Senator 30,Brookfield,David R. Gronbach,D,4565,43.46%
State Senator 30,Brookfield,Craig Miner,R,5569,53.02%
State Senator 30,Brookfield,Joseph A. Bongiorno,IND,200,1.90%
State Senator 30,Brookfield,David R. Gronbach,WF,170,1.62%
State Representative 107,Brookfield,Kerri Colombo,D,3941,37.11%
State Representative 107,Brookfield,Stephen G. Harding,R,6150,57.90%
State Representative 107,Brookfield,Stephen G. Harding,IND,376,3.54%
State Representative 107,Brookfield,Kerri Colombo,WF,154,1.45%
Registrar of Voters,Brookfield,Dorothy A. Dori,D,4719,45.32%
Registrar of Voters,Brookfield,Ryan Murphy,R,5693,54.68%
Presidential Electors for,Brooklyn,Biden and Harris,D,1876,44.43%
Presidential Electors for,Brooklyn,Trump and Pence,R,2262,53.58%
Presidential Electors for,Brooklyn,Jorgensen and Cohen,LI,70,1.66%
Presidential Electors for,Brooklyn,Hawkins and Walker,G,13,0.31%
Presidential Electors for,Brooklyn,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Brooklyn,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Brooklyn,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Brooklyn,Howard and Howard,WI,0,0.00%
Presidential Electors for,Brooklyn,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Brooklyn,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Brooklyn,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Brooklyn,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Brooklyn,Wells and Wells,WI,0,0.00%
Presidential Electors for,Brooklyn,West and Tidball,WI,1,0.02%
Representative in Congress 02,Brooklyn,Joe Courtney,D,1974,48.54%
Representative in Congress 02,Brooklyn,Justin Anderson,R,1870,45.98%
Representative in Congress 02,Brooklyn,Joe Courtney,WF,117,2.88%
Representative in Congress 02,Brooklyn,Daniel Reale,LI,60,1.48%
Representative in Congress 02,Brooklyn,Cassandra Martineau,G,46,1.13%
Representative in Congress 02,Brooklyn,John M. Traceski,WI,0,0.00%
State Senator 29,Brooklyn,Mae Flexer,D,1683,41.45%
State Senator 29,Brooklyn,Jessica Alba,R,2182,53.74%
State Senator 29,Brooklyn,Jessica Alba,IND,115,2.83%
State Senator 29,Brooklyn,Mae Flexer,WF,80,1.97%
State Representative 50,Brooklyn,Pat Boyd,D,2538,100.00%
Registrar of Voters,Brooklyn,Carolyn Teed-Ives,D,1724,43.45%
Registrar of Voters,Brooklyn,Cassandra Leach,R,2244,56.55%
Presidential Electors for,Burlington,Biden and Harris,D,3099,49.72%
Presidential Electors for,Burlington,Trump and Pence,R,3034,48.68%
Presidential Electors for,Burlington,Jorgensen and Cohen,LI,76,1.22%
Presidential Electors for,Burlington,Hawkins and Walker,G,22,0.35%
Presidential Electors for,Burlington,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Burlington,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Burlington,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Burlington,Howard and Howard,WI,0,0.00%
Presidential Electors for,Burlington,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Burlington,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Burlington,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Burlington,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Burlington,Wells and Wells,WI,0,0.00%
Presidential Electors for,Burlington,West and Tidball,WI,2,0.03%
Representative in Congress 05,Burlington,Jahana Hayes,D,2804,46.22%
Representative in Congress 05,Burlington,David X. Sullivan,R,3051,50.29%
Representative in Congress 05,Burlington,Bruce W. Walczak,IND,111,1.83%
Representative in Congress 05,Burlington,Jahana Hayes,WF,101,1.66%
State Senator 05,Burlington,Derek Slap,D,2698,45.14%
State Senator 05,Burlington,Phillip Chabot,R,3066,51.30%
State Senator 05,Burlington,Joelle Nawrocki,IND,213,3.56%
State Representative 76,Burlington,Paul Honig,D,2708,44.71%
State Representative 76,Burlington,John Piscopo,R,3167,52.29%
State Representative 76,Burlington,John Piscopo,IND,182,3.00%
Presidential Electors for,Canaan,Biden and Harris,D,437,66.72%
Presidential Electors for,Canaan,Trump and Pence,R,209,31.91%
Presidential Electors for,Canaan,Jorgensen and Cohen,LI,6,0.92%
Presidential Electors for,Canaan,Hawkins and Walker,G,2,0.31%
Presidential Electors for,Canaan,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Canaan,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Canaan,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Canaan,Howard and Howard,WI,0,0.00%
Presidential Electors for,Canaan,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Canaan,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Canaan,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Canaan,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Canaan,Wells and Wells,WI,0,0.00%
Presidential Electors for,Canaan,West and Tidball,WI,1,0.15%
Representative in Congress 05,Canaan,Jahana Hayes,D,402,64.11%
Representative in Congress 05,Canaan,David X. Sullivan,R,192,30.62%
Representative in Congress 05,Canaan,Bruce W. Walczak,IND,4,0.64%
Representative in Congress 05,Canaan,Jahana Hayes,WF,29,4.63%
State Senator 30,Canaan,David R. Gronbach,D,336,54.46%
State Senator 30,Canaan,Craig Miner,R,256,41.49%
State Senator 30,Canaan,Joseph A. Bongiorno,IND,6,0.97%
State Senator 30,Canaan,David R. Gronbach,WF,19,3.08%
State Representative 64,Canaan,Maria Horn,D,301,46.45%
State Representative 64,Canaan,Brian M. Ohler,R,302,46.60%
State Representative 64,Canaan,Brian M. Ohler,IND,28,4.32%
State Representative 64,Canaan,Maria Horn,WF,17,2.62%
Presidential Electors for,Canterbury,Biden and Harris,D,1182,39.24%
Presidential Electors for,Canterbury,Trump and Pence,R,1755,58.27%
Presidential Electors for,Canterbury,Jorgensen and Cohen,LI,58,1.93%
Presidential Electors for,Canterbury,Hawkins and Walker,G,17,0.56%
Presidential Electors for,Canterbury,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Canterbury,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Canterbury,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Canterbury,Howard and Howard,WI,0,0.00%
Presidential Electors for,Canterbury,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Canterbury,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Canterbury,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Canterbury,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Canterbury,Wells and Wells,WI,0,0.00%
Presidential Electors for,Canterbury,West and Tidball,WI,0,0.00%
Representative in Congress 02,Canterbury,Joe Courtney,D,1278,43.34%
Representative in Congress 02,Canterbury,Justin Anderson,R,1503,50.97%
Representative in Congress 02,Canterbury,Joe Courtney,WF,89,3.02%
Representative in Congress 02,Canterbury,Daniel Reale,LI,42,1.42%
Representative in Congress 02,Canterbury,Cassandra Martineau,G,37,1.25%
Representative in Congress 02,Canterbury,John M. Traceski,WI,0,0.00%
State Senator 29,Canterbury,Mae Flexer,D,1056,36.14%
State Senator 29,Canterbury,Jessica Alba,R,1698,58.11%
State Senator 29,Canterbury,Jessica Alba,IND,87,2.98%
State Senator 29,Canterbury,Mae Flexer,WF,81,2.77%
State Representative 47,Canterbury,Kate Donnelly,D,1020,34.66%
State Representative 47,Canterbury,Doug Dubitsky,R,1775,60.31%
State Representative 47,Canterbury,Doug Dubitsky,IND,78,2.65%
State Representative 47,Canterbury,Kate Donnelly,WF,70,2.38%
Registrar of Voters,Canterbury,Loreen Hegan,D,1306,68.41%
Registrar of Voters,Canterbury,Linda Diane Sangermano,PC,603,31.59%
Presidential Electors for,Canton,Biden and Harris,D,3878,58.20%
Presidential Electors for,Canton,Trump and Pence,R,2663,39.97%
Presidential Electors for,Canton,Jorgensen and Cohen,LI,97,1.46%
Presidential Electors for,Canton,Hawkins and Walker,G,23,0.35%
Presidential Electors for,Canton,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Canton,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Canton,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Canton,Howard and Howard,WI,0,0.00%
Presidential Electors for,Canton,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Canton,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Canton,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Canton,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Canton,Wells and Wells,WI,0,0.00%
Presidential Electors for,Canton,West and Tidball,WI,2,0.03%
Representative in Congress 05,Canton,Jahana Hayes,D,3522,53.70%
Representative in Congress 05,Canton,David X. Sullivan,R,2822,43.02%
Representative in Congress 05,Canton,Bruce W. Walczak,IND,90,1.37%
Representative in Congress 05,Canton,Jahana Hayes,WF,125,1.91%
State Senator 08,Canton,Melissa E. Osborne,D,3026,46.09%
State Senator 08,Canton,Kevin Witkos,R,3424,52.15%
State Senator 08,Canton,Keith James McConnell,IND,116,1.77%
State Representative 17,Canton,Eleni Kavros DeGraw,D,3064,46.89%
State Representative 17,Canton,Leslee Hill,R,3154,48.26%
State Representative 17,Canton,Leslee Hill,IND,190,2.91%
State Representative 17,Canton,Eleni Kavros DeGraw,WF,127,1.94%
Registrar of Voters,Canton,Amelia Miner,D,3379,52.61%
Registrar of Voters,Canton,Jack Miner,R,3044,47.39%
Presidential Electors for,Chaplin,Biden and Harris,D,598,46.36%
Presidential Electors for,Chaplin,Trump and Pence,R,662,51.32%
Presidential Electors for,Chaplin,Jorgensen and Cohen,LI,22,1.71%
Presidential Electors for,Chaplin,Hawkins and Walker,G,8,0.62%
Presidential Electors for,Chaplin,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Chaplin,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Chaplin,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Chaplin,Howard and Howard,WI,0,0.00%
Presidential Electors for,Chaplin,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Chaplin,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Chaplin,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Chaplin,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Chaplin,Wells and Wells,WI,0,0.00%
Presidential Electors for,Chaplin,West and Tidball,WI,0,0.00%
Representative in Congress 02,Chaplin,Joe Courtney,D,613,49.12%
Representative in Congress 02,Chaplin,Justin Anderson,R,560,44.87%
Representative in Congress 02,Chaplin,Joe Courtney,WF,46,3.69%
Representative in Congress 02,Chaplin,Daniel Reale,LI,8,0.64%
Representative in Congress 02,Chaplin,Cassandra Martineau,G,21,1.68%
Representative in Congress 02,Chaplin,John M. Traceski,WI,0,0.00%
State Senator 35,Chaplin,Lisa Thomas,D,534,43.17%
State Senator 35,Chaplin,Dan Champagne,R,640,51.74%
State Senator 35,Chaplin,Lisa Thomas,IND,34,2.75%
State Senator 35,Chaplin,Lisa Thomas,WF,29,2.34%
State Representative 47,Chaplin,Kate Donnelly,D,538,42.77%
State Representative 47,Chaplin,Doug Dubitsky,R,659,52.38%
State Representative 47,Chaplin,Doug Dubitsky,IND,29,2.31%
State Representative 47,Chaplin,Kate Donnelly,WF,32,2.54%
Registrar of Voters,Chaplin,Ann Lewis,D,491,39.79%
Registrar of Voters,Chaplin,"Eugene V. Boomer, Jr.",R,653,52.92%
Registrar of Voters,Chaplin,William L. Jenkins,IND,90,7.29%
Presidential Electors for,Cheshire,Biden and Harris,D,9745,55.95%
Presidential Electors for,Cheshire,Trump and Pence,R,7349,42.19%
Presidential Electors for,Cheshire,Jorgensen and Cohen,LI,237,1.36%
Presidential Electors for,Cheshire,Hawkins and Walker,G,86,0.49%
Presidential Electors for,Cheshire,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Cheshire,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Cheshire,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Cheshire,Howard and Howard,WI,1,0.01%
Presidential Electors for,Cheshire,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Cheshire,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Cheshire,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Cheshire,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Cheshire,Wells and Wells,WI,0,0.00%
Presidential Electors for,Cheshire,West and Tidball,WI,0,0.00%
Representative in Congress 05,Cheshire,Jahana Hayes,D,9066,53.02%
Representative in Congress 05,Cheshire,David X. Sullivan,R,7456,43.60%
Representative in Congress 05,Cheshire,Bruce W. Walczak,IND,242,1.42%
Representative in Congress 05,Cheshire,Jahana Hayes,WF,335,1.96%
State Senator 13,Cheshire,Mary Daugherty Abrams,D,6022,48.26%
State Senator 13,Cheshire,Len Suzio,R,5948,47.67%
State Senator 13,Cheshire,Len Suzio,IND,300,2.40%
State Senator 13,Cheshire,Mary Daugherty Abrams,WF,208,1.67%
State Senator 16,Cheshire,Jack Perry,D,2189,48.17%
State Senator 16,Cheshire,Rob Sampson,R,2202,48.46%
State Senator 16,Cheshire,Jack Perry,IND,91,2.00%
State Senator 16,Cheshire,Jack Perry,WF,62,1.36%
State Senator 16,Cheshire,Paul J. Small,WI,0,0.00%
State Representative 89,Cheshire,E.J. Maher,D,2299,45.41%
State Representative 89,Cheshire,Lezlye W. Zupkus,R,2591,51.18%
State Representative 89,Cheshire,Lezlye W. Zupkus,IND,173,3.42%
State Representative 90,Cheshire,Jim Jinks,D,2171,52.44%
State Representative 90,Cheshire,Craig Fishbein,R,1819,43.94%
State Representative 90,Cheshire,Craig Fishbein,IND,64,1.55%
State Representative 90,Cheshire,Jim Jinks,WF,86,2.08%
State Representative 103,Cheshire,Liz Linehan,D,4089,51.87%
State Representative 103,Cheshire,Pam Salamone,R,3609,45.78%
State Representative 103,Cheshire,Pam Salamone,IND,185,2.35%
Registrar of Voters,Cheshire,Tom Smith,D,8171,48.89%
Registrar of Voters,Cheshire,Susan D. Pappas,R,8543,51.11%
Presidential Electors for,Chester,Biden and Harris,D,1701,65.52%
Presidential Electors for,Chester,Trump and Pence,R,853,32.86%
Presidential Electors for,Chester,Jorgensen and Cohen,LI,29,1.12%
Presidential Electors for,Chester,Hawkins and Walker,G,11,0.42%
Presidential Electors for,Chester,Carroll and Patel,WI,1,0.04%
Presidential Electors for,Chester,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Chester,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Chester,Howard and Howard,WI,0,0.00%
Presidential Electors for,Chester,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Chester,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Chester,Simmons and Roze,WI,1,0.04%
Presidential Electors for,Chester,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Chester,Wells and Wells,WI,0,0.00%
Presidential Electors for,Chester,West and Tidball,WI,0,0.00%
Representative in Congress 02,Chester,Joe Courtney,D,1644,64.83%
Representative in Congress 02,Chester,Justin Anderson,R,775,30.56%
Representative in Congress 02,Chester,Joe Courtney,WF,71,2.80%
Representative in Congress 02,Chester,Daniel Reale,LI,21,0.83%
Representative in Congress 02,Chester,Cassandra Martineau,G,25,0.99%
Representative in Congress 02,Chester,John M. Traceski,WI,0,0.00%
State Senator 33,Chester,Norm Needleman,D,1543,60.82%
State Senator 33,Chester,Brendan Saunders,R,898,35.40%
State Senator 33,Chester,Norm Needleman,IND,96,3.78%
State Representative 36,Chester,Christine Palm,D,1482,58.30%
State Representative 36,Chester,Robert Siegrist,R,927,36.47%
State Representative 36,Chester,Robert Siegrist,IND,76,2.99%
State Representative 36,Chester,Christine Palm,WF,57,2.24%
Presidential Electors for,Clinton,Biden and Harris,D,4368,55.97%
Presidential Electors for,Clinton,Trump and Pence,R,3312,42.44%
Presidential Electors for,Clinton,Jorgensen and Cohen,LI,99,1.27%
Presidential Electors for,Clinton,Hawkins and Walker,G,25,0.32%
Presidential Electors for,Clinton,Carroll and Patel,WI,0,0.00%
Presidential Electors for,Clinton,Charles and Wallace,WI,0,0.00%
Presidential Electors for,Clinton,De La Fuenta and Richardson,WI,0,0.00%
Presidential Electors for,Clinton,Howard and Howard,WI,0,0.00%
Presidential Electors for,Clinton,Klojzy and LeMay,WI,0,0.00%
Presidential Electors for,Clinton,Simmons and Roze,WI,0,0.00%
Presidential Electors for,Clinton,Simmons and Dow,WI,0,0.00%
Presidential Electors for,Clinton,Weinstein and Weinstein,WI,0,0.00%
Presidential Electors for,Clinton,Wells and Wells,WI,0,0.00%
Presidential Electors for,Clinton,West and Tidball,WI,0,0.00%
Representative in Congress 02,Clinton,Joe Courtney,D,4310,56.47%
Representative in Congress 02,Clinton,Justin Anderson,R,3010,39.43%
Representative in Congress 02,Clinton,Joe Courtney,WF,161,2.11%
Representative in Congress 02,Clinton,Daniel Reale,LI,55,0.72%
Representative in Congress 02,Clinton,Cassandra Martineau,G,97,1.27%
Representative in Congress 02,Clinton,John M. Traceski,WI,0,0.00%
