office,town,candidate,party,votes,vote_percent
Planning & Zoning Commission Alternate Full Three Year Term Begins 2019,statewide,Alex McNaughton,R,126,53.16%
Board of Finance,statewide,Kevin Moffett,D,2665,20.53%
Board of Finance,statewide,Elliot A. Dubin,D,1761,13.56%
Board of Finance,statewide,Edina Oestreicher,D,2256,17.38%
Board of Finance,statewide,James Leahy,R,3076,23.69%
Board of Finance,statewide,Kevin Houlihan,R,3224,24.83%
Constable,statewide,Fred H Callahan III,D,3757,53.39%
Constable,statewide,John Jay Bottalico,R,3280,46.61%
Constables,statewide,Aubrey C. English,D,587,29.47%
Constables,statewide,James J. Barber,D,780,39.16%
Constables,statewide,Bryan Sundie,R,625,31.38%
City Sheriffs,statewide,Stephen M. Nelson,D,10159,26.70%
City Sheriffs,statewide,Mitchell Robles,D,9988,26.25%
City Sheriffs,statewide,Dennis Scinto,D,9855,25.90%
City Sheriffs,statewide,Mike Moretti,R,2581,6.78%
City Sheriffs,statewide,Mike Garrett,R,2485,6.53%
City Sheriffs,statewide,"Enrique""Rick""Torres",R,2987,7.85%
Tax Collector,statewide,Laura M. Bartlett,D,381,100.00%
Board of Assessment Appeals,statewide,Patty Buttero,D,3294,49.87%
Board of Assessment Appeals,statewide,John Simoneau,R,3311,50.13%
Board of Education Full Four Year Term,statewide,Mae Lyons,D,799,20.13%
Board of Education Full Four Year Term,statewide,Nathan Richards,D,667,16.81%
Board of Education Full Four Year Term,statewide,Keith Atchinson,R,828,20.86%
Board of Education Full Four Year Term,statewide,Carolyn Hackbarth,R,858,21.62%
Board of Education Full Four Year Term,statewide,AJ Kerouac,R,817,20.58%
Councilman Fourth District,statewide,Peter Talbot,D,1399,100.00%
Board of Finance Alternates,statewide,Bart Baxter,D,1006,29.18%
Board of Finance Alternates,statewide,Paul Leclair,R,1175,34.09%
Board of Finance Alternates,statewide,Lourena Helt,R,1266,36.73%
Councilors at Large,statewide,Colleen Ann Reidy,VFE,671,2.77%
Councilors at Large,statewide,Cynthia Mangini,D,2324,9.59%
Councilors at Large,statewide,Bill Kiner,D,2851,11.76%
Councilors at Large,statewide,Gina L. Cekala,D,2606,10.75%
Councilors at Large,statewide,Jacob Nadeau,D,2166,8.94%
Councilors at Large,statewide,Lori Unghire,R,2965,12.23%
Councilors at Large,statewide,Carl Sferrazza,R,3358,13.86%
Councilors at Large,statewide,Joe Muller,R,2928,12.08%
Councilors at Large,statewide,Mike Ludwick,R,3269,13.49%
Councilors at Large,statewide,John P. Santanella,PC,1098,4.53%
Councilman Area 4,statewide,Michael Carabetta,WE,131,5.41%
Councilman Area 4,statewide,Ellen R. Misbach,LI,45,1.86%
Councilman Area 4,statewide,Catherine Battista,D,1113,45.99%
Councilman Area 4,statewide,Michael Carabetta,R,1131,46.74%
Tax Collector,statewide,Anne L Olszewski,D,700,47.91%
Tax Collector,statewide,Anne L Olszewski,R,761,52.09%
Board of Education Three Year Term Begins 2020 Full Term,statewide,Emily Luna,D,5627,31.08%
Board of Education Three Year Term Begins 2020 Full Term,statewide,"Darryl E. Thames, Sr.",D,5159,28.49%
Board of Education Three Year Term Begins 2020 Full Term,statewide,Peter R. Meggers,R,3848,21.25%
Board of Education Three Year Term Begins 2020 Full Term,statewide,Ranon Caldwell,R,3473,19.18%
Board of Finance To Fill Vacancy For Two Years,statewide,Janet Graaff,D,770,100.00%
Board of Education Full Term Three to be Elected Not More than Two from One Party,statewide,Gerald J Marmat,D,202,16.71%
Board of Education Full Term Three to be Elected Not More than Two from One Party,statewide,Jessica A Perry,D,209,17.29%
Board of Education Full Term Three to be Elected Not More than Two from One Party,statewide,Robert H Ellsworth,R,399,33.00%
Board of Education Full Term Three to be Elected Not More than Two from One Party,statewide,Adam W Minor,R,399,33.00%
Board of Assessment Appeals,statewide,Christopher Wilson,R,337,100.00%
Representative Town Meeting District 3,statewide,Dane Stevenson,D,396,16.65%
Representative Town Meeting District 3,statewide,Autumn Hanscom,D,396,16.65%
Representative Town Meeting District 3,statewide,Albert Colon,D,421,17.70%
Representative Town Meeting District 3,statewide,Jill Rusk,D,448,18.83%
Representative Town Meeting District 3,statewide,Taylor Salva,R,358,15.05%
Representative Town Meeting District 3,statewide,Chase Foster,R,360,15.13%
Board of Finance Alternate Full Term,statewide,Susan Tyler,D,455,60.75%
Board of Finance Alternate Full Term,statewide,Lori Caine,R,294,39.25%
Aldermen District #4,statewide,Tony Sutton,D,1614,25.84%
Aldermen District #4,statewide,Philip J. Vetro,D,1786,28.60%
Aldermen District #4,statewide,Win Smith,R,1493,23.91%
Aldermen District #4,statewide,Dan German,R,1352,21.65%
Planning and Zoning Commission Full Two Year Term,statewide,Adam Grossman,D,1737,48.04%
Planning and Zoning Commission Full Two Year Term,statewide,Jon Crickmore,R,1879,51.96%
Planning & Zoning Commission Four Year Term Begins 2020,statewide,Vera M Englert,R,728,100.00%
Tax Collector,statewide,Deborah Heim,R,3334,100.00%
Tax Collector,statewide,Katherine Cryder,D,946,100.00%
Board of Finance Alternates,statewide,Grace Brangwynne,D,1296,20.86%
Board of Finance Alternates,statewide,Jeffrey Hanewicz,D,1118,17.99%
Board of Finance Alternates,statewide,Paul Wetowitz,R,2018,32.48%
Board of Finance Alternates,statewide,Gary Popielasz,R,1781,28.67%
Board of Assessment Appeals,statewide,Stephanie Abraham,R,169,100.00%
Tax Collector,statewide,Mary B Chartier,D,502,49.65%
Tax Collector,statewide,Mary B Chartier,R,509,50.35%
Board of Education To Fill Vacancy for Two Years,statewide,Anne V. C. Decker,D,871,100.00%
Town Plan & Zoning Commission Alternates Four Year Term,statewide,Brenda Watson,D,3543,100.00%
Council Ward 1,statewide,Dennis R. Perkins Jr.,D,1162,22.76%
Council Ward 1,statewide,George O'Loughlin,D,1043,20.43%
Council Ward 1,statewide,Irving Matthew Fox,R,1301,25.48%
Council Ward 1,statewide,John D. Priola,R,1268,24.83%
Council Ward 1,statewide,Dennis R. Perkins Jr.,WF,72,1.41%
Council Ward 1,statewide,George O'Loughlin,WF,71,1.39%
Council Ward 1,statewide,Irving Matthew Fox,IND,100,1.96%
Council Ward 1,statewide,John D. Priola,IND,89,1.74%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,D. Scot Kerr,D,5918,10.03%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Tim Gallo,D,6540,11.08%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Lucinda Timpanelli,D,6324,10.72%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Kathleen Fearon,D,6251,10.59%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Michael C. Ward,D,6226,10.55%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Marie Petitti,R,5549,9.40%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Stuart Schwartz,R,5291,8.97%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Loretta Chory,R,5548,9.40%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Jackie Norcel,R,5901,10.00%
"Board of Education Seven to be Elected, Not More than Five from One Party",statewide,Jeffrey M. Donofrio,R,5455,9.25%
Tax Collector,statewide,Alan Wilensky,R,3827,100.00%
Tax Collector,statewide,Jane Berendsen-Hill,R,4772,100.00%
Aldermen 4th Ward,statewide,Diane Stroman,D,154,35.65%
Aldermen 4th Ward,statewide,Rohan Brown,D,131,30.32%
Aldermen 4th Ward,statewide,Anthony Spigarolo,R,147,34.03%
Library Board,statewide,Katheryn Y. Worcester,D,1072,19.97%
Library Board,statewide,Andrew Phillips,D,1212,22.58%
Library Board,statewide,David Marti,R,1448,26.97%
Library Board,statewide,Lisa Gladysz,R,1636,30.48%
Planning Commission Alternate,statewide,Kristine Cody,D,151,26.77%
Planning Commission Alternate,statewide,Marianne De Silva,D,180,31.91%
Planning Commission Alternate,statewide,Lorenzo Gaudioso,R,120,21.28%
Planning Commission Alternate,statewide,Kristine Cody,R,113,20.04%
Board of Education,statewide,Erika Hayes,D,1568,25.16%
Board of Education,statewide,Joseph P. Scheideler,D,1731,27.78%
Board of Education,statewide,Nicholas Aligizakis,R,1262,20.25%
Board of Education,statewide,Kim Sullivan,R,1671,26.81%
Ward 3 - Board of Aldermen/Alderwomen,statewide,Irma Coleman,D,455,12.47%
Ward 3 - Board of Aldermen/Alderwomen,statewide,Dan Blizman,D,497,13.62%
Ward 3 - Board of Aldermen/Alderwomen,statewide,Samantha Burgan,D,510,13.97%
Ward 3 - Board of Aldermen/Alderwomen,statewide,Jim DiMartino,R,784,21.48%
Ward 3 - Board of Aldermen/Alderwomen,statewide,Charles Sampson,R,712,19.51%
Ward 3 - Board of Aldermen/Alderwomen,statewide,Rob Hyder,R,692,18.96%
Board of Assessment Appeals,statewide,Stephen R Ferrucci III,D,445,34.93%
Board of Assessment Appeals,statewide,Robert J Flanagan Jr,R,829,65.07%
Board of Alder Ward 4,statewide,Evelyn Rodriguez,D,231,100.00%
Town Council District V,statewide,Henry Butler,D,787,21.73%
Town Council District V,statewide,Jennifer Ruggiero,D,669,18.48%
Town Council District V,statewide,Raymond D. Pompano,D,674,18.61%
Town Council District V,statewide,Richard C. Anania,R,515,14.22%
Town Council District V,statewide,Loria Jaffe,R,494,13.64%
Town Council District V,statewide,Maurice L. Adams,R,482,13.31%
Board of Finance,statewide,Stuart Palmer,D,1434,21.21%
Board of Finance,statewide,Harvey W. Thomas,D,1764,26.09%
Board of Finance,statewide,Bruce Dutch,D,1885,27.88%
Board of Finance,statewide,Joe Corbett,R,1678,24.82%
Planning & Zoning Commission Alternate,statewide,Alex Bothell,D,636,47.04%
Planning & Zoning Commission Alternate,statewide,John L Preston Jr,R,716,52.96%
Zoning Board of Appeals Five Year Term Begins 2019,statewide,Kenneth A. Kearns,D,1357,49.31%
Zoning Board of Appeals Five Year Term Begins 2019,statewide,Richard W. Basso,R,1395,50.69%
Constables,statewide,Rebeca D. Johansen,D,3276,17.82%
Constables,statewide,Tia Woods,D,3326,18.09%
Constables,statewide,Susan Tukey,D,3469,18.87%
Constables,statewide,Lydia Gonzalez,D,3625,19.71%
Constables,statewide,Charles H. Clarke,R,2419,13.16%
Constables,statewide,Joyce E. Yoo,R,2273,12.36%
Zoning Board of Appeals,statewide,Richard A Gladue,D,2041,24.17%
Zoning Board of Appeals,statewide,Joseph S Berardy,D,2223,26.32%
Zoning Board of Appeals,statewide,Douglas G Adams,D,2229,26.39%
Zoning Board of Appeals,statewide,Caleb Espinosa,R,1953,23.12%
Council District 1,statewide,Joyce Ricci,D,144,34.87%
Council District 1,statewide,Chastity Walsh,R,269,65.13%
Board of Finance Alternates,statewide,Thomas Garben,D,2152,23.35%
Board of Finance Alternates,statewide,Greg Williams,D,2426,26.32%
Board of Finance Alternates,statewide,Bucky Riehl,R,2149,23.32%
Board of Finance Alternates,statewide,Brian B. Shea,R,2489,27.01%
Board of Finance Full Term,statewide,Corinne (Cory) Bourgeois,D,582,28.98%
Board of Finance Full Term,statewide,Hernan Salas,R,668,33.27%
Board of Finance Full Term,statewide,"William ""Skip"" Dickson",R,758,37.75%
Board of Education,statewide,Jennifer Norman,D,852,24.34%
Board of Education,statewide,Martin J. Osga,D,906,25.88%
Board of Education,statewide,Yvonne Palasky,R,901,25.74%
Board of Education,statewide,Joyce Rice,R,842,24.05%
Board of Assessment Appeals,statewide,Michael Bekech,D,2792,34.03%
Board of Assessment Appeals,statewide,Patrick Hughes,R,2589,31.56%
Board of Assessment Appeals,statewide,Suzanne Szupiany,R,2823,34.41%
Board of Education,statewide,William D. Witkowski,D,919,22.89%
Board of Education,statewide,Matthew Polsky,D,632,15.74%
Board of Education,statewide,Danielle Armstrong-Carlson,R,1117,27.82%
Board of Education,statewide,Thomas M. Angelo,R,1347,33.55%
Board of Finance Alternate,statewide,Peter Haines,D,316,100.00%
Board of Education Full Term,statewide,Donna L. Beaudoin,D,415,21.33%
Board of Education Full Term,statewide,Jill Catherine Kidik,R,466,23.95%
Board of Education Full Term,statewide,MaryKate Terzini,R,539,27.70%
Board of Education Full Term,statewide,Robert Brainard III,R,526,27.03%
Board of Finance Alternates,statewide,Adam S. Burrows,D,1533,23.00%
Board of Finance Alternates,statewide,Craig Taliento,D,1431,21.47%
Board of Finance Alternates,statewide,Judith Read,R,1922,28.84%
Board of Finance Alternates,statewide,Matthew Olson,R,1779,26.69%
Town Council District 6,statewide,Harold Watson,D,465,48.14%
Town Council District 6,statewide,Ken Poisson,R,501,51.86%
Zoning Board of Appeals,statewide,Ned Moore,D,3806,33.18%
Zoning Board of Appeals,statewide,William Piggott,R,3782,32.97%
Zoning Board of Appeals,statewide,Thomas Kelty,R,3884,33.86%
Planning & Zoning Commission Alternate Full Three Year Term Begins 2020,statewide,Russell Marcus,D,110,46.81%
Planning & Zoning Commission Alternate Full Three Year Term Begins 2020,statewide,Russell Marcus,R,125,53.19%
Board of Education,statewide,Jared Millbrandt,D,1742,11.93%
Board of Education,statewide,Susan Riccio,D,2301,15.76%
Board of Education,statewide,Betty Hadlock,D,2105,14.42%
Board of Education,statewide,Kenneth M. Vitelli,R,3010,20.62%
Board of Education,statewide,Ken Ziman,R,2778,19.03%
Board of Education,statewide,William Kraut,R,2661,18.23%
Board of Education Full Term,statewide,Barrett Prinz,D,701,43.14%
Board of Education Full Term,statewide,Kevin L. Wolgemuth,D,633,38.95%
Board of Education Full Term,statewide,David Valcin,PC,261,16.06%
Board of Education Full Term,statewide,Natalia V. Smirnova,WI,30,1.85%
Council Members District 130,statewide,Matthew McCarthy,D,1423,40.91%
Council Members District 130,statewide,Scott Burns,D,1335,38.38%
Council Members District 130,statewide,Louis Savino,R,331,9.52%
Council Members District 130,statewide,Francis A. Kalangala,R,389,11.18%
Board of Finance,statewide,"James Millar, Jr.",D,339,49.42%
Board of Finance,statewide,Robert D. Carfiro,D,347,50.58%
Town Plan & Zoning Full Term,statewide,Inez St. James,D,3375,25.82%
Town Plan & Zoning Full Term,statewide,Marcie Schwartz,D,3234,24.74%
Town Plan & Zoning Full Term,statewide,Michael Grabulis,R,3284,25.12%
Town Plan & Zoning Full Term,statewide,Mindy Ogan,R,3180,24.32%
Board of Education Full Two Year Term,statewide,Melissa Perkins-Banas,D,781,23.78%
Board of Education Full Two Year Term,statewide,Ailla Wasstrom-Evans,D,731,22.26%
Board of Education Full Two Year Term,statewide,Justin G. Phaiah,R,880,26.80%
Board of Education Full Two Year Term,statewide,Tana Jolley,R,892,27.16%
Town Clerk,statewide,Laura Brennan,R,5168,100.00%
Board of Education,statewide,Karl A. Hermonat,D,934,21.91%
Board of Education,statewide,Antonio P. Persechino,D,929,21.79%
Board of Education,statewide,Mary Stempien,R,1210,28.38%
Board of Education,statewide,Heather Tomala,R,1190,27.91%
Board of Education,statewide,Monica Patrice Wright,VFE,812,2.71%
Board of Education,statewide,Marcy Taliceo,VFE,750,2.51%
Board of Education,statewide,Elizabeth Ruth Davis,VFE,1163,3.89%
Board of Education,statewide,Stephen L. Niemitz,D,2133,7.13%
Board of Education,statewide,Timothy Neville,D,2692,9.00%
Board of Education,statewide,Joyce Hall,D,2429,8.12%
Board of Education,statewide,Scott P. Ryder,D,2400,8.02%
Board of Education,statewide,Tina LeBlanc,D,2726,9.11%
Board of Education,statewide,Chris Rutledge,R,2956,9.88%
Board of Education,statewide,Walter Kruzel,R,2890,9.66%
Board of Education,statewide,Bill Salazar,R,2835,9.47%
Board of Education,statewide,Jonathan LeBlanc,R,3084,10.31%
Board of Education,statewide,Wendy Costa,R,3051,10.20%
Councilman At Large,statewide,Bob Williams Jr.,WE,386,2.52%
Councilman At Large,statewide,Dan Zaborowski,WE,397,2.59%
Councilman At Large,statewide,Arthur J. Petrucelli,AMP,200,1.30%
Councilman At Large,statewide,Michael Cardona,D,4070,26.54%
Councilman At Large,statewide,Michael Rohde,D,3781,24.66%
Councilman At Large,statewide,Bob Williams Jr.,R,2936,19.15%
Councilman At Large,statewide,Dan Zaborowski,R,3214,20.96%
Councilman At Large,statewide,Ernestine Holloway,PC,350,2.28%
Board of Education To Fill Vacancy for Two Years,statewide,Arthur W Brodeur,D,221,40.26%
Board of Education To Fill Vacancy for Two Years,statewide,Lauren E Skiff,R,328,59.74%
Planning and Zoning Commission,statewide,Patricia K. Wray,D,179,21.18%
Planning and Zoning Commission,statewide,"Robert ""Bob"" Panko",D,199,23.55%
Planning and Zoning Commission,statewide,Carl Grenier,R,233,27.57%
Planning and Zoning Commission,statewide,Paul Hartman,R,234,27.69%
Representative Town Meeting District 4,statewide,Michael Whitehouse,D,339,13.70%
Representative Town Meeting District 4,statewide,Shawn D Powers,D,338,13.66%
Representative Town Meeting District 4,statewide,Nancy Driscoll,D,356,14.39%
Representative Town Meeting District 4,statewide,Kristen Powers,D,366,14.79%
Representative Town Meeting District 4,statewide,David Gauthier,R,355,14.35%
Representative Town Meeting District 4,statewide,Robert Bailey,R,358,14.47%
Representative Town Meeting District 4,statewide,Lauren Gauthier,R,362,14.63%
Board of Finance Alternate To Fill Vacancy for Two Years,statewide,Bob House,D,431,57.77%
Board of Finance Alternate To Fill Vacancy for Two Years,statewide,Bruce Anderson,R,315,42.23%
Aldermen District #5,statewide,Greg Harla,D,1765,25.24%
Aldermen District #5,statewide,Ellen Beatty,D,1938,27.71%
Aldermen District #5,statewide,Bill Bevan,R,1555,22.24%
Aldermen District #5,statewide,Raymond Vitali,R,1735,24.81%
Zoning Board of Appeals Full Four Year Term,statewide,Peggy Boyajian,D,1693,23.97%
Zoning Board of Appeals Full Four Year Term,statewide,Ben Chevalier,D,1621,22.95%
Zoning Board of Appeals Full Four Year Term,statewide,Robert D. Burns,R,1870,26.48%
Zoning Board of Appeals Full Four Year Term,statewide,Nate Carlson,R,1878,26.59%
Board of Assessment Appeals,statewide,Mary Terhune,D,525,38.13%
